Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Patrick McLaughlin,Darlington,1490,Left Defensive Midfielder,Left Centre Midfielder,Northern Ireland,35.0,188.0,0,0,48,19,63,0,11,37,0,28,55,66,52,59,72,58,0,0,0,33,54,56,13,22,28,18,88,41,0,25,59,39,38,60,62,72,68,68,97,52,99,99,80,57,86,69,51,43,50,60,55,71,100,70,63,99,96,99,49,58,53,93,50,62,100,100,48,31,15,76,3,65,19,88,36,51,59,65,75,65,25,56,79,65,63,74,0,31,38,47,93,73,39,27,62,74,19,53,32,92,37,28,52,29,30,82,21,42
Paul Appiah,Chelmsford City,409,Right Back,Right Centre Back,England,23.0,191.0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,69,52,82,8,7,0,70,43,30,31,90,86,77,78,49,95,30,10,90,97,78,90,95,76,72,32,44,67,86,100,73,70,99,85,99,23,39,26,67,30,32,100,100,33,19,40,56,13,92,47,61,2,2,25,39,1,1,18,41,66,14,39,0,83,0,0,0,0,100,0,0,0,92,4,35,92,6,46,73,90,27,0,96,70,54
Paul Blackett,South Shields,2164,Centre Forward,Right Centre Forward,England,28.0,183.0,99,98,99,96,99,78,87,1,37,99,91,93,79,93,96,87,0,0,0,98,99,98,4,43,49,39,70,50,98,44,39,9,11,16,27,53,36,31,72,99,36,5,12,9,48,19,14,56,32,86,16,15,100,62,94,96,96,99,98,94,99,98,84,25,100,100,10,27,10,9,31,6,12,67,51,79,76,23,76,99,15,40,73,37,51,59,0,95,98,98,86,65,59,61,93,14,43,92,12,74,82,24,33,75,67,59,28,35
Paul Dawson,Macclesfield Town,2131,Right Centre Back,Left Defensive Midfielder,England,27.0,,80,82,67,41,73,75,69,43,0,65,94,65,57,96,70,61,0,62,64,91,64,66,98,41,45,39,62,91,0,35,51,31,46,77,86,23,24,90,68,36,84,98,56,38,63,76,59,55,22,52,85,91,100,22,42,52,44,89,42,30,41,31,19,7,5,100,72,21,90,36,46,85,90,74,18,32,28,91,82,76,56,60,76,59,67,75,60,74,69,69,90,71,51,86,65,86,13,33,78,22,37,91,88,21,26,19,91,88
Paul Field,Hampton & Richmond,1555,Right Wing Back,Right Back,England,25.0,187.0,49,50,47,97,18,92,78,68,0,47,54,37,33,57,40,35,0,0,0,49,39,22,69,24,27,24,75,29,92,54,71,34,28,57,57,40,33,51,79,38,45,47,67,46,94,52,35,87,59,79,20,26,100,42,27,92,43,99,32,35,36,39,39,83,100,100,21,11,39,35,14,59,52,36,41,90,54,29,14,15,16,63,50,28,61,53,77,46,33,35,55,19,69,28,53,79,16,49,29,77,60,69,79,8,83,78,50,87
Paul Kalambayi,Dagenham & Redbridge,453,Left Centre Back,Right Centre Back,England,26.0,189.0,0,0,21,21,25,0,100,47,0,44,0,24,20,0,25,21,0,0,0,0,16,18,31,24,35,0,100,23,0,46,51,36,25,92,81,24,28,85,91,25,31,84,20,23,92,15,16,65,0,90,81,93,100,28,13,85,20,0,25,24,21,19,14,100,100,100,25,13,24,75,8,91,31,57,23,60,26,50,15,10,13,27,64,23,23,25,0,62,60,51,89,0,49,61,49,93,6,20,73,57,0,70,76,14,10,64,60,62
Paul Kalambayi,Kidderminster Harriers,1807,Left Centre Back,Centre Back,England,26.0,189.0,0,0,44,74,29,0,55,80,0,30,0,24,12,0,26,13,0,0,0,0,30,17,17,17,17,22,52,16,0,82,78,46,47,95,97,13,15,87,90,22,20,99,18,26,63,27,32,82,32,83,85,94,100,16,28,92,30,98,29,18,19,22,12,38,100,100,43,32,47,72,44,95,45,73,31,42,18,17,35,38,11,80,75,13,14,16,0,54,56,45,0,100,0,0,56,83,30,20,78,22,37,74,63,71,96,15,80,81
Paul McCallum,Dorking Wanderers FC,358,Left Centre Forward,,England,32.0,191.0,84,86,99,81,99,43,42,8,0,97,94,86,88,96,88,89,0,81,84,93,99,99,1,17,0,36,0,78,0,79,55,0,0,62,70,12,15,59,24,74,54,10,28,14,30,33,16,93,0,53,66,99,100,15,25,36,40,97,88,44,85,46,68,100,100,100,26,0,31,20,0,63,78,99,13,98,83,23,60,97,2,41,1,46,76,29,93,99,99,99,0,5,98,21,99,28,92,38,17,82,70,50,10,0,8,2,7,1
Paul Murphy-Worrell,Southport,866,Right Back,Left Back,England,20.0,179.0,0,0,14,8,19,0,55,63,0,22,0,47,39,0,51,43,0,0,0,0,27,27,19,76,74,76,38,48,0,17,36,64,83,76,81,49,42,84,76,28,49,65,64,62,18,84,86,48,14,9,61,61,100,49,77,73,43,93,18,28,20,26,11,5,1,100,72,27,25,44,0,77,64,33,12,15,37,57,6,6,76,48,87,58,49,56,0,43,22,28,0,28,61,45,50,80,6,76,56,14,93,52,75,5,24,89,22,71
Phil Croker,Chester,692,Right Centre Back,Left Centre Back,England,19.0,,69,71,52,53,48,84,17,74,0,25,78,25,32,82,26,34,0,0,0,73,36,38,95,33,15,55,1,3,0,55,67,29,39,95,98,16,16,91,41,20,20,95,15,18,73,31,31,62,70,88,82,96,3,18,32,57,42,99,26,18,18,26,10,59,100,100,67,77,67,33,75,94,57,26,28,6,11,13,12,13,46,73,49,12,17,19,0,49,61,51,0,0,41,93,38,68,72,15,34,99,0,77,69,58,35,19,80,66
R.Blake,Bedford Town,727,Right Wing,Right Midfielder,England,34.0,,67,69,67,67,60,69,97,28,0,80,94,67,45,96,73,50,0,0,0,84,65,52,95,50,41,61,15,64,98,24,27,45,40,44,43,60,40,0,43,66,45,27,38,37,46,24,27,57,0,54,81,89,100,65,26,75,69,99,70,69,71,76,75,61,100,100,14,1,6,24,0,42,17,85,8,75,77,27,18,37,8,17,85,33,61,72,0,48,67,66,0,61,55,27,37,80,6,80,14,27,98,34,45,19,9,60,23,18
R.Hilton,AFC Telford United,1046,Right Wing,Right Midfielder,England,25.0,170.0,58,60,86,59,92,36,78,5,0,85,0,74,71,0,79,79,0,0,0,41,83,89,0,78,89,55,82,43,0,6,20,31,40,37,37,36,23,0,62,76,91,58,22,23,73,28,29,89,0,83,6,22,100,44,45,91,46,98,70,56,69,40,37,74,100,100,23,46,7,78,4,38,9,86,80,91,76,39,75,80,46,24,98,66,64,71,60,86,85,85,66,35,64,41,90,31,22,93,29,30,93,12,44,50,28,92,9,32
R.Smith,Radcliffe,2285,Centre Back,Right Centre Back,England,32.0,,66,68,55,76,40,89,53,77,0,63,0,26,25,0,27,27,0,0,0,49,39,30,69,20,26,15,90,49,0,80,85,55,63,96,95,9,8,98,69,12,22,94,22,33,78,28,42,70,5,85,76,88,100,10,11,45,13,86,20,14,20,15,15,49,100,100,43,21,72,22,23,97,82,55,12,20,16,32,14,20,17,86,62,17,9,0,50,72,54,40,0,100,26,100,66,89,13,25,89,11,25,91,90,10,7,28,90,85
Rakish Bingham,Farnborough,2161,Centre Forward,Right Wing,England,32.0,180.0,94,94,80,79,70,96,84,16,99,91,77,66,57,80,71,63,0,0,0,92,75,64,97,57,59,57,49,17,0,33,37,19,18,31,28,27,18,47,25,93,52,24,7,9,17,7,8,92,32,91,11,51,100,40,32,64,70,99,95,78,95,80,80,100,100,100,12,23,7,71,12,13,12,91,45,77,80,15,30,48,10,29,21,42,42,48,0,78,82,79,65,71,55,61,84,26,39,87,26,65,73,11,3,41,75,27,7,5
Ralph Vigrass,AFC Totton,1086,Right Wing,Right Midfielder,England,20.0,,84,86,66,47,68,87,94,21,0,73,0,59,54,0,65,60,0,0,0,72,61,61,82,80,83,76,53,23,0,4,26,23,33,36,47,71,48,27,88,79,62,30,54,33,55,62,44,80,53,47,63,71,100,76,87,98,91,99,77,81,75,94,73,100,100,100,23,8,10,44,0,36,22,93,35,90,94,20,28,45,24,30,92,64,59,65,59,57,75,73,0,19,85,72,71,60,14,84,17,57,87,26,36,17,41,61,16,30
Rashawn Scott,Dagenham & Redbridge,625,Left Wing,Left Wing Back,England,23.0,183.0,0,0,60,16,83,0,27,14,0,38,96,99,94,97,99,97,0,76,79,77,90,92,7,74,75,74,44,67,99,11,10,39,45,14,13,94,90,0,74,80,93,55,62,46,48,64,51,54,70,35,1,8,100,96,91,96,91,99,78,94,76,97,92,53,100,100,22,12,17,74,5,33,19,84,25,67,96,71,85,90,41,20,99,63,87,94,68,86,70,76,0,12,98,43,88,16,59,84,19,47,91,38,61,34,3,83,33,22
Razzaq Coleman De-Graft,Worthing FC,2513,Right Wing,Right Midfielder,England,28.0,188.0,89,89,88,51,97,58,64,13,99,92,94,94,79,96,96,88,0,0,0,94,93,96,85,87,91,80,59,34,0,1,10,21,36,35,49,34,19,19,64,69,72,45,55,32,96,85,62,37,52,86,19,21,22,32,68,85,66,99,71,47,67,56,41,67,100,100,58,57,24,78,49,35,21,91,69,68,69,44,90,93,84,30,88,87,81,91,57,97,95,97,82,69,73,68,98,20,23,96,13,42,95,16,30,66,60,76,16,30
Reece Christopher Myles-Meekums,Horsham FC,2606,Left Wing,Left Midfielder,England,27.0,177.0,80,82,83,73,79,69,73,13,0,86,46,63,59,48,68,66,0,0,0,71,77,72,26,84,72,92,10,76,94,15,11,21,18,42,46,33,20,0,47,72,60,30,19,17,65,17,15,81,70,83,8,12,100,41,39,82,57,99,73,56,72,59,63,80,100,100,22,14,19,55,40,37,18,84,16,41,83,53,63,74,37,23,98,62,63,73,0,79,71,70,45,24,81,41,88,51,17,86,43,28,87,35,41,59,89,49,37,54
Reece Devine,Kidderminster Harriers,2111,Left Wing Back,Left Back,England,24.0,184.0,75,77,56,49,54,87,79,34,0,74,94,83,81,89,74,74,96,92,87,89,66,62,97,65,66,65,45,69,0,29,47,35,49,62,73,35,29,47,82,59,91,71,28,27,21,44,42,79,18,42,24,28,100,42,64,94,70,98,60,48,60,70,60,45,100,100,34,6,35,79,4,66,57,53,7,33,77,59,43,48,36,42,66,67,75,71,81,86,67,66,49,14,87,24,86,68,16,69,54,18,90,69,73,9,6,55,53,49
Reece Fleet,Chippenham Town,2739,Right Defensive Midfielder,Left Defensive Midfielder,England,34.0,189.0,0,0,20,9,34,0,22,62,0,22,45,37,38,47,39,41,0,0,0,26,23,34,40,16,18,18,75,23,0,62,70,48,60,59,64,58,49,76,93,38,95,97,86,67,70,89,77,68,56,34,51,45,100,55,71,97,87,99,34,37,31,54,17,38,100,7,92,81,76,9,73,70,63,78,90,72,29,88,52,37,84,79,20,69,30,30,49,25,25,21,89,66,25,93,53,53,66,36,66,65,17,59,64,65,70,52,65,72
Reece Grego-Cox,Hampton & Richmond,942,Right Centre Forward,Centre Forward,Republic of Ireland,29.0,178.0,98,97,83,73,80,96,94,10,99,87,68,56,55,72,61,61,0,0,0,95,76,72,98,63,58,69,29,17,96,36,17,14,9,26,20,54,29,0,44,95,64,16,8,8,57,8,7,32,0,93,33,95,100,62,42,88,71,99,93,90,93,82,84,18,100,100,20,3,4,3,17,14,6,98,33,97,90,47,32,45,8,24,59,61,35,39,0,73,90,87,89,41,48,48,81,62,39,48,44,49,66,12,19,60,82,68,10,25
Reece Hall,Kidderminster Harriers,340,Right Defensive Midfielder,Left Centre Back,England,22.0,173.0,0,0,33,35,34,0,0,53,0,0,0,28,57,0,30,64,0,0,0,0,24,42,21,57,80,0,100,34,0,66,60,59,72,59,61,48,34,0,72,58,99,87,55,54,57,60,66,60,97,50,16,31,100,49,67,87,93,100,55,46,50,66,21,100,100,100,23,17,22,43,13,57,28,49,4,6,55,46,53,37,13,47,74,52,58,68,0,0,37,44,0,100,0,0,0,81,10,60,68,39,38,56,48,47,97,24,57,71
Reece Hall-Johnson,King's Lynn Town FC,1997,Right Wing Back,Right Back,England,31.0,173.0,86,88,74,58,74,83,72,22,0,82,50,75,61,52,81,68,0,0,0,80,73,69,79,46,38,57,17,71,0,31,46,55,63,65,67,29,18,72,60,46,58,48,78,65,97,87,77,47,49,82,68,60,18,24,34,71,44,99,50,33,49,46,57,31,100,100,43,21,50,62,18,67,65,60,15,27,74,55,59,62,39,49,70,78,83,87,78,71,68,71,0,59,75,44,66,70,11,77,32,20,97,73,58,11,63,11,60,63
Regan Griffiths,Macclesfield Town,566,Right Defensive Midfielder,Left Defensive Midfielder,England,26.0,172.0,0,0,32,14,48,0,26,52,0,20,0,41,75,0,32,64,0,83,87,0,32,56,16,0,0,0,0,34,0,47,76,36,28,55,54,28,45,63,46,49,99,96,32,29,22,27,23,9,32,39,38,54,100,23,31,53,47,60,51,35,54,33,21,1,100,100,79,34,50,64,4,60,80,42,46,63,47,83,48,36,56,78,44,76,58,46,78,0,0,10,0,100,0,0,0,58,35,58,60,50,41,75,62,9,9,12,61,37
Regan Hutchinson,Worksop Town FC,1055,Right Back,Right Wing Back,England,24.0,180.0,0,0,28,8,51,0,78,39,0,67,0,86,70,0,91,79,0,0,0,0,60,55,2,44,42,49,37,28,95,44,52,69,61,73,68,60,50,57,68,35,84,86,95,88,88,80,70,41,85,45,69,26,100,50,40,80,52,86,30,39,37,45,38,11,100,2,39,12,58,17,32,74,66,30,7,19,62,84,31,46,22,46,67,67,88,94,75,38,30,54,0,12,95,85,45,85,16,30,71,27,48,65,59,14,2,25,54,18
Reggie Young,Dagenham & Redbridge,1531,Left Wing Back,Left Back,England,27.0,176.0,49,51,60,83,41,60,41,46,0,45,87,64,66,90,69,70,0,62,68,70,59,49,82,66,73,56,69,73,0,46,39,35,29,41,42,61,61,23,83,39,83,76,78,53,79,56,38,87,52,52,55,46,13,63,50,96,53,99,34,45,38,48,44,82,100,100,42,9,24,85,3,50,38,75,15,50,62,72,64,56,49,45,98,60,69,69,74,84,45,49,75,28,81,33,79,84,6,71,73,12,79,45,51,19,32,50,34,42
Reiss Greenidge,Slough Town FC,1445,Left Centre Back,Centre Back,Guyana,30.0,198.0,51,52,54,81,36,69,84,76,0,57,0,43,38,0,47,41,0,0,0,34,47,35,22,25,33,18,89,10,0,76,88,20,17,96,92,41,48,97,97,11,19,91,89,56,81,75,44,48,16,44,87,87,12,34,23,99,30,98,8,15,9,18,5,81,100,100,24,27,34,79,13,95,48,54,25,39,21,19,42,33,4,79,41,17,22,24,0,76,63,54,0,100,40,95,68,92,8,21,80,20,35,85,67,22,41,4,82,66
Remaye Campbell,Hereford FC,1123,Right Centre Forward,Centre Forward,England,25.0,185.0,83,76,97,89,95,44,78,3,99,90,0,38,52,0,41,58,0,0,0,59,93,87,0,24,29,20,86,60,0,37,25,8,7,32,40,33,16,62,42,99,25,0,10,8,95,8,8,85,0,94,27,94,100,43,42,83,65,98,99,87,99,76,82,100,100,100,6,5,3,32,44,15,3,98,9,47,90,3,71,83,1,18,4,31,20,22,0,56,91,87,0,100,0,0,63,22,46,86,19,95,47,6,24,91,47,88,8,21
Remaye Campbell,Hemel Hempstead Town,496,Centre Forward,Left Centre Forward,England,25.0,185.0,77,79,82,86,69,74,94,13,0,90,0,0,0,0,0,0,0,0,0,62,64,46,41,29,32,30,68,21,0,18,3,0,0,10,13,37,11,0,41,99,17,0,0,0,0,0,0,81,0,100,30,99,100,50,36,87,52,99,99,92,99,71,96,100,100,100,6,4,4,73,83,0,3,99,3,22,95,0,8,22,1,3,4,29,0,0,0,81,85,78,0,0,47,100,80,9,67,86,0,97,82,1,5,96,75,80,2,8
Remi Walker,AFC Telford United,2334,Centre Attacking Midfielder,Left Centre Midfielder,England,23.0,183.0,93,94,90,75,91,82,66,14,0,95,98,97,96,98,97,98,91,86,85,98,96,97,97,53,60,46,69,52,0,17,46,23,28,21,22,59,63,44,85,84,82,41,49,31,78,51,35,78,32,69,43,34,20,65,66,97,87,99,84,80,83,91,74,87,100,100,37,51,48,23,49,15,51,64,58,60,73,62,91,94,37,54,64,84,92,93,87,90,79,84,94,72,57,55,90,29,37,86,35,75,53,51,36,49,76,15,53,43
Remiero Moulton,Worthing FC,459,Left Wing,Left Wing Back,England,19.0,178.0,78,80,78,43,89,55,94,20,0,77,0,94,93,0,96,98,0,0,0,65,86,94,3,52,47,60,29,64,0,2,24,27,47,11,17,36,13,0,55,77,97,50,10,14,7,17,26,66,32,66,13,14,100,45,89,91,77,99,68,58,71,76,60,39,100,100,48,54,16,63,4,22,23,80,49,43,93,78,84,90,53,42,90,95,79,91,0,99,77,81,0,61,68,48,98,42,24,87,13,74,82,27,45,40,85,73,24,57
Remy Clerima,Maidenhead United,2319,Left Centre Back,Centre Back,France,36.0,188.0,43,44,45,63,35,50,44,75,0,21,47,47,32,50,51,34,0,0,0,38,43,31,36,26,26,31,47,31,0,35,64,72,71,94,95,59,49,86,97,32,78,99,95,88,76,93,87,59,40,28,83,96,20,51,58,98,80,99,32,38,35,55,23,64,100,100,77,22,60,28,18,94,75,51,10,15,26,66,61,52,39,56,67,43,61,56,74,46,60,57,0,53,49,28,58,90,13,17,83,18,25,72,71,30,36,39,69,69
Renny Smith,Farnborough,1314,Left Defensive Midfielder,Right Defensive Midfielder,Austria,29.0,182.0,70,72,64,47,65,65,26,26,0,56,0,32,37,0,34,40,0,0,0,54,50,53,62,24,26,26,68,47,0,47,68,34,32,76,75,89,86,76,96,58,99,98,95,73,77,77,54,24,21,30,42,72,100,86,59,99,98,99,59,73,59,93,37,20,100,100,34,10,20,67,15,72,26,62,37,88,49,49,51,42,12,50,57,39,49,51,57,51,53,51,59,66,31,27,25,81,15,43,59,53,41,40,44,57,53,44,43,43
Rhys Doherty,King's Lynn Town FC,895,Left Defensive Midfielder,Centre Back,England,20.0,,0,0,30,46,25,0,0,67,0,0,0,45,32,0,49,35,0,0,0,0,35,26,14,39,60,0,100,24,0,63,82,69,70,82,87,39,35,83,86,27,39,85,74,71,95,72,71,39,32,79,98,72,100,34,40,90,29,95,23,26,23,21,10,2,100,100,64,49,59,47,52,83,56,67,49,48,23,44,54,39,51,78,90,32,23,25,0,42,42,33,0,100,0,0,32,77,34,28,80,16,48,74,72,64,44,35,79,74
Rhys Murphy,Horsham FC,1383,Centre Forward,Left Centre Forward,Republic of Ireland,35.0,185.0,90,91,98,92,95,70,75,1,0,98,57,79,64,60,84,72,0,0,0,86,97,90,3,54,51,60,32,37,0,21,16,11,10,29,32,51,33,63,47,97,33,6,17,13,90,19,13,25,46,90,19,56,100,55,49,81,73,98,97,87,94,84,86,81,100,100,5,61,18,62,94,24,10,91,49,35,90,15,65,83,10,19,34,51,43,49,0,93,95,93,79,41,41,93,94,34,14,96,24,41,90,13,38,85,35,88,15,29
Rhys Walsh,South Shields,383,Right Midfielder,Left Midfielder,Northern Ireland,19.0,178.0,0,0,25,24,30,0,94,47,0,55,93,98,77,95,99,86,0,0,0,70,78,50,20,52,66,34,86,75,0,5,37,0,0,31,48,11,9,0,19,69,11,10,58,24,100,92,57,82,100,100,0,0,100,9,31,22,30,82,69,28,66,43,87,100,100,100,28,62,38,1,80,12,33,19,99,99,86,34,38,78,48,37,96,81,64,76,0,96,73,73,0,41,97,82,94,12,36,95,7,58,93,52,23,73,94,6,59,38
Ricardo Dinanga,AFC Telford United,665,Left Wing,Left Midfielder,Republic of Ireland,24.0,174.0,86,88,79,58,83,75,55,8,0,91,0,38,58,0,41,65,0,0,0,75,67,75,78,96,93,97,29,57,0,1,3,13,16,24,19,79,73,0,95,72,64,28,75,38,63,77,44,83,37,39,11,25,100,83,77,99,73,99,68,76,66,72,58,57,100,100,12,11,13,64,56,30,6,86,9,26,91,47,63,67,32,12,99,54,28,31,0,96,76,69,80,100,85,46,86,42,13,95,38,13,98,10,71,93,78,97,14,80
Ricardo Rees,Merthyr Town FC,2145,Left Centre Forward,Centre Forward,Wales,26.0,,99,99,98,91,97,96,96,1,99,99,77,86,70,81,90,78,0,0,0,99,98,93,99,49,50,51,45,30,95,31,57,14,19,13,17,40,26,23,65,99,23,1,9,9,77,10,11,93,46,92,3,8,100,55,80,96,69,99,99,89,96,77,77,100,100,100,1,58,12,25,61,3,11,81,70,68,88,19,74,93,7,46,92,37,45,51,0,92,95,94,0,13,70,82,92,5,21,99,6,49,96,13,28,56,88,79,11,40
Richard Faakye,Peterborough Sports FC,554,Left Centre Back,Right Centre Back,England,21.0,191.0,0,0,71,97,41,0,38,71,0,39,0,51,18,0,56,19,0,0,0,0,62,27,2,39,51,29,86,61,0,61,81,58,72,94,97,13,10,99,84,13,22,99,33,42,100,44,58,92,0,100,46,44,100,15,29,86,32,98,24,19,21,16,4,13,100,100,73,49,72,79,30,94,82,36,36,30,21,51,93,89,60,86,54,21,20,22,0,0,53,42,0,100,0,0,64,72,56,21,67,33,46,85,69,19,99,6,80,90
Richard McIntyre,Salisbury,585,Left Back,Left Wing Back,England,19.0,182.0,0,0,19,4,39,0,0,52,0,0,0,60,88,0,65,95,0,0,0,0,39,61,11,32,28,40,29,33,0,49,64,15,21,87,86,43,14,44,80,32,65,86,67,35,92,69,41,49,46,75,28,36,100,41,51,93,66,99,35,38,42,77,84,15,100,100,56,11,42,79,5,82,74,7,2,3,50,81,2,7,50,74,38,55,83,87,78,0,16,40,84,31,73,27,0,80,10,61,68,30,50,66,1,8,99,0,44,30
Richie Bennett,Scarborough Athletic,1154,Centre Forward,Left Centre Forward,England,35.0,191.0,73,57,78,87,64,47,84,25,99,74,62,44,28,65,48,29,0,0,0,58,67,48,18,20,11,34,2,59,95,36,28,15,15,48,51,49,13,68,35,90,75,27,11,11,83,12,11,35,0,91,30,96,100,55,42,72,76,99,93,85,92,85,82,2,100,100,31,4,17,75,61,46,12,95,11,63,82,19,45,60,11,26,18,53,40,45,0,88,85,82,0,57,53,45,87,35,48,75,23,65,76,14,31,85,83,80,17,40
Ricky Aguair,Horsham FC,1368,Right Defensive Midfielder,Left Defensive Midfielder,England,25.0,,69,71,61,27,72,55,87,34,0,69,0,40,48,0,41,48,0,71,70,53,50,63,60,36,30,47,17,62,0,31,48,18,16,44,44,52,60,0,80,59,84,79,27,20,22,32,21,70,20,45,55,36,11,60,46,93,66,99,61,55,57,49,29,81,100,100,54,34,77,13,53,64,73,81,42,57,38,53,64,64,56,54,76,50,55,45,76,0,45,42,0,35,49,27,57,35,67,59,22,89,54,80,77,30,23,33,79,72
Ricky Holmes,Chelmsford City,1802,Right Defensive Midfielder,Left Defensive Midfielder,England,38.0,188.0,0,0,62,50,61,0,28,29,0,60,51,91,94,54,66,64,0,98,98,30,74,79,1,41,48,35,73,78,0,38,55,41,46,58,58,47,41,69,65,62,96,88,58,45,90,66,53,39,19,76,61,85,100,45,50,85,75,98,65,50,60,63,40,37,100,100,41,3,67,48,21,64,81,80,10,62,85,75,67,63,26,56,86,64,98,76,99,62,55,58,52,65,79,53,49,69,54,26,72,39,28,76,62,30,80,10,74,72
Ricky Korboa,Tonbridge Angels FC,1573,Left Wing,Left Wing Back,England,29.0,178.0,75,78,80,51,88,52,42,11,0,87,92,84,61,94,89,68,0,0,0,87,82,81,84,66,65,68,38,44,0,21,29,36,21,60,45,62,46,34,63,55,96,90,61,44,95,28,21,37,89,83,23,42,100,62,22,89,68,93,57,55,56,67,57,30,100,100,25,14,22,59,21,62,23,83,12,31,65,56,72,82,28,33,87,60,61,71,0,31,68,68,55,62,59,61,53,85,4,79,62,18,81,37,45,41,87,53,35,58
Riley Court,Maidstone United,1987,Centre Attacking Midfielder,Right Defensive Midfielder,England,20.0,,82,84,76,58,77,74,94,26,0,84,50,81,87,0,53,58,92,96,95,75,77,83,44,41,35,51,20,90,0,7,42,46,52,42,40,89,81,69,99,71,99,96,86,66,74,80,66,73,60,39,22,49,100,91,88,99,99,100,71,88,72,99,61,86,100,100,39,6,52,27,6,40,81,50,39,95,80,61,51,65,27,39,81,66,96,74,98,27,64,65,67,70,62,23,67,61,39,50,59,27,70,74,49,15,42,4,66,45
Rio Allen,Scarborough Athletic,1854,Right Wing,Right Midfielder,England,22.0,,90,85,81,65,81,74,86,9,99,88,51,51,34,0,38,28,92,87,79,77,72,66,75,85,68,94,6,39,90,4,8,20,18,20,21,47,33,19,70,82,76,31,19,17,42,23,18,76,4,74,20,51,100,56,58,93,76,99,81,69,77,76,60,85,100,100,9,29,8,80,7,8,15,87,71,94,89,18,45,54,19,19,68,43,44,39,68,74,77,72,0,69,43,41,82,36,8,99,20,19,99,17,7,26,74,25,10,10
Rio Clegg,Radcliffe,2211,Right Centre Forward,Left Centre Forward,England,30.0,,99,98,97,75,99,80,81,1,40,99,90,65,50,92,70,56,0,0,0,98,95,95,97,74,73,75,38,81,88,1,21,21,18,10,10,92,73,0,78,99,79,22,53,31,88,41,25,3,26,76,1,11,100,92,76,97,93,99,98,99,96,98,95,26,100,6,1,6,14,13,74,3,11,91,42,96,97,22,76,87,13,7,88,32,37,41,0,68,94,93,48,69,26,14,74,31,45,80,15,77,77,21,47,98,95,86,35,67
Rio Oudnie-Morgan,King's Lynn Town FC,326,Left Centre Forward,Right Wing,Northern Ireland,20.0,178.0,0,0,66,37,74,0,55,16,0,86,0,28,25,0,30,27,0,0,0,0,51,56,6,72,61,82,13,98,0,1,15,0,0,0,0,97,79,0,98,88,40,26,81,36,98,84,44,16,0,87,2,32,100,97,95,99,89,100,85,97,82,83,50,100,100,100,14,1,18,73,27,7,19,66,23,97,89,27,3,11,25,27,80,39,45,51,0,72,82,79,0,100,58,16,92,37,23,90,43,22,92,26,72,97,99,95,41,92
Rob Evans,Leamington FC,861,Left Centre Back,,England,35.0,182.0,0,0,9,1,13,0,0,100,0,0,0,25,21,0,0,0,0,85,83,0,11,12,39,10,13,0,100,6,0,88,100,67,28,96,81,8,10,99,60,7,18,87,18,38,33,10,14,89,8,71,67,69,100,9,8,58,17,59,6,8,7,11,4,35,100,100,17,1,60,26,1,96,91,19,2,48,21,17,2,2,0,86,64,9,72,17,93,0,10,8,72,69,50,12,0,85,21,24,83,15,38,92,91,7,35,17,91,91
