Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,All Goals,xG,Shooting%,Assists,xG Assisted,Key Passes,Dribbles,Successful Dribbles,Dribble%,Dispossessed,Turnovers,Clearances,Aggressive Actions,Defensive Regains,Ball Recoveries,Tack&Int,Aerial Win%,Errors,Pressures,Counterpressures,Counterpress Regains,Passing%,Deep Progressions,Carry%,OP F3 Passes,Touches In Box,Successful Box Cross%,Crossing%
Kai Corbett,Eastbourne Borough,1374,Left Centre Midfielder,Left Attacking Midfielder,England,23,69,81,39,56,82,93,42,33,13,11,29,9,14,54,52,24,1,100,31,77,99,3,89,34,71,66,57,57
Kai Jennings,Farnborough,555,Left Centre Midfielder,Left Defensive Midfielder,England,20,0,19,55,0,50,47,38,40,53,68,53,63,59,95,96,64,68,100,59,97,100,24,44,59,59,34,34,93
Kai McKenzie-Lyle,Dagenham & Redbridge,611,Goalkeeper,,Guyana,28,0,0,0,0,0,0,0,0,0,100,100,0,6,91,14,0,0,100,5,0,0,0,9,100,3,0,0,0
Kai Yearn,Maidenhead United,352,Centre Attacking Midfielder,Left Defensive Midfielder,England,21,0,69,37,0,61,97,37,0,0,67,47,68,63,84,98,17,38,100,80,90,99,9,89,45,85,67,61,38
Kane Crichlow,Chelmsford City,376,Left Wing,Right Wing,Bermuda,25,83,68,99,0,28,24,52,54,53,1,11,32,49,88,75,28,24,100,73,73,95,14,3,3,26,70,28,97
Kane Ferdinand,Maidenhead United,1336,Centre Defensive Midfielder,Right Defensive Midfielder,Republic of Ireland,33,0,23,25,0,25,25,20,15,10,60,69,65,67,97,97,70,49,100,72,95,100,45,34,64,42,44,100,0
Karl Oliyide,Chesham United FC,1024,Centre Forward,Left Centre Forward,England,31,90,98,95,0,59,67,31,42,90,20,29,28,8,36,14,14,17,100,35,66,99,29,8,21,38,89,40,58
Kayden Harrack,Dagenham & Redbridge,2033,Right Centre Back,Right Defensive Midfielder,Grenada,22,76,62,53,0,31,40,17,11,5,64,63,70,46,72,96,33,62,100,54,81,96,3,49,57,24,48,65,12
Kenny Coker,Dover Athletic,861,Centre Forward,Left Wing,England,22,88,80,81,70,80,46,47,35,10,5,12,37,44,43,12,14,43,100,79,97,99,0,21,0,29,82,50,93
Khaleel Rafiq Salah-Edine,Dagenham & Redbridge,399,Right Defensive Midfielder,Left Defensive Midfielder,Morocco,23,81,76,42,91,31,49,73,81,70,32,34,57,36,8,80,7,29,1,61,94,78,78,82,35,57,39,100,93
Kian Ronan,Chelmsford City,1487,Right Back,Right Wing Back,Gibraltar,25,0,51,99,54,51,44,16,14,29,71,65,81,24,64,97,49,76,100,37,50,96,6,77,70,63,27,46,17
Kieran Parselle,Bath City,2442,Left Centre Back,Left Back,England,29,55,65,25,0,31,27,8,10,100,83,86,99,16,77,99,28,94,100,20,22,96,0,41,72,18,61,42,38
Kieran Wilson,Torquay United,430,Left Wing,Right Back,Scotland,19,94,72,55,0,64,71,93,98,88,52,33,44,15,78,6,9,16,100,56,84,99,15,30,35,70,80,12,29
Kiki Oshilaja,Slough Town FC,2003,Right Centre Back,Right Back,England,26,76,55,94,0,32,28,15,15,53,79,82,96,38,97,99,76,87,7,43,49,98,15,48,74,21,59,100,25
Kwaku Frimpong,Worthing FC,394,Centre Attacking Midfielder,Left Centre Midfielder,England,23,0,32,0,99,99,89,50,38,10,18,30,12,74,98,89,83,28,1,92,99,100,25,39,29,69,73,12,79
Kwesi Appiah,Ebbsfleet United,1080,Right Centre Forward,Left Centre Forward,Ghana,35,89,95,78,0,72,59,20,17,29,18,38,42,38,78,25,22,28,100,61,88,99,27,6,26,74,95,100,38
Kyle Ajayi,Hemel Hempstead Town,2474,Left Centre Back,Left Back,England,25,54,45,73,71,33,29,18,21,82,71,77,98,8,52,99,27,85,10,8,14,92,2,40,73,20,62,65,17
Kyle Ray Smith,Tonbridge Angels FC,1739,Right Back,Right Wing Back,England,21,0,19,12,82,54,55,57,57,46,42,42,78,31,77,93,67,71,5,46,67,99,0,40,44,30,21,7,56
Kyran Wiltshire,Hemel Hempstead Town,2040,Right Defensive Midfielder,Left Defensive Midfielder,England,29,59,24,97,0,37,28,17,15,29,66,58,66,50,80,98,37,44,100,50,86,99,6,52,52,58,37,58,15
L.Hallett,AFC Totton,1673,Right Centre Back,Centre Back,England,23,48,20,77,0,24,18,24,21,29,81,72,90,13,80,95,44,96,100,14,26,98,37,50,79,24,34,100,0
L.Harding,Horsham FC,1312,Right Back,Right Midfielder,England,29,0,32,39,57,54,37,48,25,2,56,46,86,26,66,99,76,95,100,28,58,99,3,89,55,46,26,52,13
L.Rodrigues,Horsham FC,966,Centre Forward,Centre Attacking Midfielder,Brazil,28,86,86,84,87,96,81,94,89,20,1,3,37,24,72,48,15,10,100,63,97,100,1,22,6,30,91,28,84
Lachlan Byrd,Eastbourne Borough,386,Centre Back,Right Centre Back,Australia,24,0,44,0,0,0,0,0,0,0,69,100,99,19,80,99,32,98,1,22,52,95,25,63,80,30,33,100,0
Lachlan Byrd,Farnborough,1774,Right Centre Back,Centre Back,Australia,24,47,70,55,50,33,13,7,0,0,70,91,95,25,91,99,45,90,100,24,35,99,9,22,82,18,70,28,93
Laiith Fairnie,Eastbourne Borough,1080,Left Centre Back,Left Centre Midfielder,England,21,0,9,0,0,35,24,45,60,89,60,73,86,50,95,100,62,95,100,49,70,99,3,65,67,23,35,40,38
Lamar Reynolds,Enfield Town FC,1915,Left Centre Forward,Centre Forward,England,30,92,94,64,66,61,48,69,73,56,20,16,32,17,29,10,8,6,100,45,80,99,2,11,11,25,89,65,49
Laurence Shala,Tonbridge Angels FC,1295,Goalkeeper,,Kosovo,21,0,0,0,0,10,16,0,0,0,100,100,0,3,86,1,0,0,11,2,0,0,0,22,100,7,0,100,0
Lee Hodson,AFC Totton,1038,Right Defensive Midfielder,Left Defensive Midfielder,Northern Ireland,34,0,14,0,0,33,39,0,0,0,75,80,58,49,94,78,32,94,100,54,76,100,45,52,72,47,9,28,93
Lennon Peake,Ebbsfleet United,854,Left Wing Back,Left Centre Midfielder,England,23,0,65,77,97,85,97,54,42,11,28,46,59,29,85,54,49,12,100,52,70,99,5,34,39,72,47,15,74
Leo Hamblin,Maidstone United,2007,Left Back,Left Centre Back,England,23,0,32,25,65,57,52,33,40,78,64,63,92,35,90,98,67,69,19,36,36,99,1,86,61,50,48,4,45
Leone Gravata,Horsham FC,2223,Right Back,Right Wing,England,25,43,63,49,62,61,47,50,47,35,32,51,63,93,99,84,85,12,100,94,74,99,21,74,51,51,40,56,27
Lewis Carey,Horsham FC,2889,Goalkeeper,,England,32,0,0,0,0,9,9,0,0,0,100,100,6,0,83,4,6,0,100,1,0,0,10,15,100,7,0,100,0
Lewis Colwell,Chippenham Town,1606,Right Back,Right Wing Back,England,20,0,11,55,72,47,42,44,44,48,50,60,80,31,73,77,44,36,100,34,50,91,44,38,58,53,27,13,66
Lewis Rolfe,Chesham United FC,358,Left Defensive Midfielder,Left Wing Back,England,33,0,27,0,0,82,54,61,77,89,35,68,75,23,62,96,35,56,1,34,76,100,59,64,67,43,10,100,0
Lexus Beeden,Maidstone United,1819,Left Centre Back,Right Centre Back,England,26,0,40,17,50,46,27,30,34,70,80,75,99,16,83,99,38,94,100,15,25,96,8,44,76,21,61,2,95
Liam Dulson,Maidenhead United,2343,Left Centre Forward,Left Wing,England,26,90,88,89,60,61,57,65,66,47,4,31,15,16,50,19,15,10,100,38,45,98,24,29,28,68,92,5,40
Louie Annesley,Dorking Wanderers FC,827,Left Centre Back,Centre Defensive Midfielder,Gibraltar,26,64,61,37,71,25,41,0,0,0,81,74,78,10,66,99,31,91,100,25,39,87,26,40,76,34,38,100,0
Louie Holzman,Farnborough,1144,Right Centre Back,Centre Defensive Midfielder,England,22,56,37,98,0,33,32,26,22,29,80,76,96,58,87,98,68,78,100,55,53,92,4,58,72,31,50,28,20
Louie McDonagh-Kudiabor,Chelmsford City,1023,Centre Forward,Right Centre Forward,England,,59,85,26,0,54,51,31,11,1,27,16,39,21,48,10,9,16,100,74,87,99,1,8,10,39,86,100,0
Louis Britton,Weston-super-Mare AFC,2168,Centre Forward,Left Centre Forward,England,25,97,97,94,47,44,48,27,20,11,34,34,18,16,28,6,8,36,20,54,64,96,1,8,12,27,83,64,93
Louis Dennis,Torquay United,2039,Centre Attacking Midfielder,Centre Forward,England,33,96,89,95,85,86,77,67,74,70,12,23,41,26,70,12,16,22,100,63,90,99,34,30,29,79,92,64,25
Louis Lomas,Farnborough,1807,Left Centre Back,Right Back,England,25,0,29,25,50,31,27,14,12,29,77,80,96,12,52,99,31,80,17,17,15,23,10,31,76,21,46,12,58
Louis Lomas,Hemel Hempstead Town,304,Left Centre Back,,England,25,0,14,0,96,23,27,0,0,0,100,100,99,21,90,100,12,75,100,24,41,90,5,13,100,16,56,0,0
Louis Storey,Dorking Wanderers FC,1801,Centre Back,Right Centre Back,England,32,0,21,25,0,45,30,0,0,0,82,89,84,15,68,99,27,75,17,15,20,93,34,59,90,31,60,100,0
Luca George Cocoracchio,Dover Athletic,2735,Centre Defensive Midfielder,Left Defensive Midfielder,England,24,40,42,55,44,33,41,13,12,53,67,75,87,48,91,100,51,83,24,55,70,99,2,55,75,42,35,57,81
Luciano D'Auria-Henry,Farnborough,564,Right Back,Right Wing Back,England,23,0,22,100,0,93,66,59,49,15,29,40,65,43,93,64,76,9,1,51,78,99,3,40,31,30,27,19,82
Luke Baptiste,Dover Athletic,1565,Left Wing,Left Midfielder,England,23,66,80,62,85,79,75,40,26,5,11,35,42,18,22,48,10,32,100,51,87,98,0,28,18,32,79,50,55
Luke Bennett,AFC Totton,423,Right Wing,Right Back,England,23,0,50,98,0,69,80,40,61,100,35,29,50,17,26,33,9,56,100,40,82,99,9,19,25,56,69,56,38
Luke Coulson,Weston-super-Mare AFC,1878,Left Midfielder,Left Wing,England,32,83,58,42,96,98,94,53,59,64,14,44,29,16,52,45,20,22,100,34,48,94,17,68,51,75,57,34,72
Luke Haines,Chippenham Town,2388,Right Centre Back,Centre Back,England,25,42,50,32,0,46,25,15,22,100,81,84,93,17,79,99,34,98,100,14,27,88,42,49,88,20,56,56,14
Luke Holness,Slough Town FC,423,Centre Forward,Right Centre Forward,England,27,94,88,65,90,74,71,54,78,100,1,36,11,16,26,41,7,3,100,66,78,93,2,20,8,41,89,0,93
Luke Moore,Dorking Wanderers FC,988,Centre Defensive Midfielder,Left Defensive Midfielder,England,38,0,20,0,65,39,52,25,31,87,61,76,64,27,55,99,25,60,100,21,62,99,51,81,79,51,19,100,0
Luke Robertson,Hampton & Richmond,320,Left Defensive Midfielder,Centre Defensive Midfielder,England,29,0,51,55,0,0,0,0,0,0,52,100,75,7,69,99,35,13,100,17,60,99,62,47,76,55,39,100,0
Luke Russe,Bath City,2402,Left Defensive Midfielder,Right Centre Midfielder,England,26,0,47,47,72,68,63,23,19,17,56,66,63,20,80,98,32,45,100,36,65,99,4,45,52,44,48,65,40
Luke Skinner,Weston-super-Mare AFC,588,Right Wing,Right Centre Forward,England,18,95,98,49,0,74,36,93,92,36,2,6,10,38,55,23,14,6,100,85,98,100,0,26,3,20,95,100,52
Lyle Taylor,Chelmsford City,1532,Centre Forward,Left Centre Forward,Montserrat,36,96,92,78,85,78,86,23,22,45,30,22,36,16,32,18,7,33,100,41,51,98,3,9,29,44,97,45,42
M.Achuba,Hemel Hempstead Town,1603,Left Defensive Midfielder,Centre Attacking Midfielder,England,24,0,57,16,0,33,35,57,66,75,41,47,65,79,92,98,65,43,100,80,97,100,9,52,35,51,31,100,0
M.Atkinson,Hampton & Richmond,853,Centre Defensive Midfielder,Left Defensive Midfielder,England,27,0,8,94,0,33,46,10,13,100,57,91,54,88,98,96,84,49,100,77,97,100,59,36,77,49,18,100,0
M.Atkinson,Salisbury,753,Left Defensive Midfielder,Centre Defensive Midfielder,England,27,67,33,77,0,34,44,11,14,100,74,91,60,66,94,85,75,33,100,60,78,99,84,74,88,75,45,50,58
M.Lewis,Hemel Hempstead Town,1864,Centre Forward,Centre Attacking Midfielder,England,21,97,97,89,80,93,79,60,57,35,10,7,11,22,71,8,9,14,100,64,77,99,22,12,7,51,95,36,58
M.Rowley,Hampton & Richmond,1278,Goalkeeper,,England,22,0,0,0,0,0,0,0,0,0,100,100,0,0,95,12,0,0,10,0,0,0,0,11,100,6,0,0,0
Makai Welch,AFC Hornchurch,1015,Left Back,Right Back,England,20,0,15,100,0,20,19,68,70,53,4,17,79,61,95,97,49,74,7,82,95,100,31,61,24,51,50,100,45
Malachi Linton,AFC Totton,966,Centre Forward,Right Wing,England,25,77,95,85,66,84,65,25,19,10,37,53,18,10,58,3,9,12,100,48,77,99,8,16,32,35,96,14,55
Malachi Ogunleye,Salisbury,1205,Right Defensive Midfielder,Centre Defensive Midfielder,Nigeria,19,0,17,37,0,18,23,39,37,38,38,58,59,71,99,99,87,49,100,85,99,100,30,67,58,48,15,100,95
Marcus Sablier,Tonbridge Angels FC,1225,Centre Attacking Midfielder,Left Centre Midfielder,England,23,55,58,17,99,96,95,56,69,84,24,37,39,61,84,61,27,7,100,72,95,99,21,51,52,83,52,72,31
Mark Cousins,Ebbsfleet United,1004,Goalkeeper,,England,39,0,0,0,0,0,0,0,0,0,89,100,0,6,79,15,0,0,7,3,0,0,1,6,90,6,0,0,0
Martell Taylor-Crossdale,Tonbridge Angels FC,685,Centre Forward,Left Wing,England,26,0,73,70,94,65,64,23,33,100,21,50,14,35,45,17,14,2,100,50,31,70,33,11,43,37,68,0,17
Mason Bloomfield,Farnborough,1574,Centre Forward,Centre Attacking Midfielder,England,29,82,86,77,73,37,46,40,38,35,4,14,67,30,65,20,21,37,100,53,84,99,11,18,11,46,75,40,58
Matt Bowman,Bath City,845,Centre Attacking Midfielder,Left Defensive Midfielder,Switzerland,23,64,65,11,70,61,46,47,42,29,31,29,76,92,99,99,83,43,100,98,99,100,3,33,29,41,60,100,0
Matt Briggs,Salisbury,1571,Right Wing Back,Right Wing,England,30,65,68,86,85,75,64,48,41,20,47,29,31,24,62,28,27,36,100,37,51,97,6,10,29,36,67,100,12
Matt Burgess,Worthing FC,871,Centre Attacking Midfielder,Left Attacking Midfielder,England,23,0,52,77,0,31,59,35,20,3,11,32,24,62,99,26,51,27,100,85,97,100,70,35,27,50,74,100,0
Matt Jay,Torquay United,1355,Centre Attacking Midfielder,Left Wing,England,30,79,83,81,77,64,74,30,10,1,35,44,42,28,64,41,16,30,100,46,75,99,45,40,46,75,80,74,84
Matt Lench,Chesham United FC,1108,Left Defensive Midfielder,Right Defensive Midfielder,England,33,83,85,29,0,33,42,41,34,17,34,60,71,56,96,99,65,59,100,59,94,100,40,78,70,67,52,61,58
Matt Robinson,Maidenhead United,2301,Left Defensive Midfielder,Left Centre Midfielder,England,31,42,54,20,60,62,86,37,39,53,55,62,55,51,95,99,55,66,100,58,93,100,54,93,75,93,43,50,75
Matt Worthington,Torquay United,1810,Right Defensive Midfielder,Left Defensive Midfielder,England,28,46,42,55,50,34,35,19,16,29,59,67,69,30,83,95,26,63,100,33,67,99,51,68,75,69,37,34,70
Matthew Hall,Ebbsfleet United,1080,Goalkeeper,,England,23,0,0,0,0,17,11,0,0,0,90,100,7,0,84,13,0,0,100,0,0,0,0,11,91,5,0,100,0
Matthew Hall,AFC Totton,411,Goalkeeper,,England,23,0,0,0,0,0,0,0,0,0,100,100,0,0,97,4,0,0,100,0,0,0,1,17,100,8,0,0,0
Matthew James,Salisbury,1450,Centre Forward,Left Centre Forward,England,36,68,86,61,75,75,83,29,32,70,22,27,23,10,21,23,12,21,100,20,39,92,13,22,33,58,82,100,0
Matthew McClure,Chesham United FC,727,Left Centre Forward,Right Centre Forward,Northern Ireland,34,83,95,64,0,32,38,16,14,29,46,27,8,27,67,23,12,57,100,71,86,99,18,13,11,30,82,50,58
Matthew Warren,Tonbridge Angels FC,2065,Right Defensive Midfielder,Left Defensive Midfielder,England,,44,35,20,0,16,19,24,24,53,56,68,73,80,98,96,70,45,100,85,94,99,13,30,66,35,30,43,17
Mauro Vilhete,Hemel Hempstead Town,652,Left Wing,Right Wing,England,33,86,75,65,0,85,94,49,35,7,6,14,41,46,66,30,47,40,100,53,88,99,5,30,16,65,79,50,44
Max Ehmer,Ebbsfleet United,1225,Centre Back,,Germany,34,0,26,0,0,14,22,0,0,0,86,83,97,10,28,92,28,90,10,11,7,23,40,10,76,10,41,100,0
Max Harris,Weston-super-Mare AFC,2491,Goalkeeper,,England,26,0,9,0,0,15,13,0,0,0,100,100,9,2,73,20,0,0,100,4,0,0,0,47,93,9,8,100,0
Max James Evans,AFC Totton,495,Goalkeeper,,England,24,0,0,0,0,0,0,0,0,0,100,100,0,6,88,18,0,0,1,6,0,0,6,34,100,10,13,0,0
Maxwell Mullins,Eastbourne Borough,1172,Right Centre Forward,Left Centre Forward,England,24,56,84,63,92,71,60,40,38,38,14,25,28,39,82,9,15,17,100,78,94,100,3,11,14,34,91,56,74
Maxx Manktelow,Ebbsfleet United,367,Right Centre Back,Left Attacking Midfielder,England,,83,94,99,0,75,38,0,0,0,80,62,80,57,65,89,13,94,100,71,68,99,15,96,82,84,49,5,58
Michael Johnson,Hemel Hempstead Town,2771,Goalkeeper,,England,32,0,7,100,0,16,15,0,0,0,100,94,9,2,64,12,0,0,100,2,0,0,0,35,94,7,0,100,0
Michael Smith,Weston-super-Mare AFC,1994,Right Back,Right Wing Back,Northern Ireland,37,0,17,0,97,72,70,32,34,62,72,74,76,11,41,74,27,66,100,12,19,78,18,81,73,70,28,14,66
Mickey Parcell,Enfield Town FC,542,Right Defensive Midfielder,Centre Defensive Midfielder,England,30,75,74,99,84,48,38,33,29,29,68,45,73,48,56,96,73,61,100,57,74,99,1,27,38,28,62,12,58
Miles Welch-Hayes,Maidenhead United,937,Right Centre Back,Left Back,England,29,61,26,100,0,16,20,30,26,29,47,70,73,39,83,97,38,56,100,34,59,99,6,90,67,60,23,19,25
Mitch Beardmore,Bath City,925,Left Midfielder,Left Centre Midfielder,England,21,61,56,39,0,63,83,57,63,62,15,38,63,56,92,95,46,27,100,78,83,99,6,36,32,66,61,45,93
Mitchell Charles Alan Walker,Dover Athletic,2903,Goalkeeper,,England,34,0,0,0,43,16,6,6,7,100,100,100,4,2,90,1,0,0,25,1,6,0,0,21,100,6,0,100,0
Mitchell Weiss,Chesham United FC,1611,Left Attacking Midfielder,Left Centre Forward,England,32,81,79,78,0,76,80,58,58,41,12,24,56,39,89,59,28,41,100,83,97,100,5,18,26,65,95,100,26
Mohammad Dabre,Salisbury,658,Right Centre Midfielder,Centre Attacking Midfielder,Italy,23,0,74,49,78,53,41,53,43,15,23,16,31,88,99,97,76,5,100,99,99,100,56,45,29,67,69,40,79
Mohammed Sagaf,Eastbourne Borough,1097,Left Defensive Midfielder,Right Defensive Midfielder,Tanzania,28,57,47,30,0,49,63,45,45,47,40,53,58,20,57,96,44,38,8,31,58,99,32,47,45,56,43,56,38
Montel Agyemang,Horsham FC,478,Right Defensive Midfielder,Centre Defensive Midfielder,England,29,0,33,0,0,0,0,0,0,0,56,58,75,36,92,82,49,43,100,39,58,88,10,11,37,18,33,0,0
Munashe Sundire,Torquay United,398,Left Defensive Midfielder,Right Defensive Midfielder,Zimbabwe,29,0,15,0,0,33,49,50,52,53,59,34,71,39,36,99,68,74,100,32,67,78,4,94,45,74,0,28,25
Mustapha Olagunju,Ebbsfleet United,2398,Centre Back,Right Centre Back,England,24,42,27,13,0,31,25,29,40,90,68,70,86,25,84,99,52,90,22,23,16,85,67,36,70,22,42,100,0
Myles Weston,AFC Hornchurch,1251,Right Wing,Right Wing Back,Antigua and Barbuda,38,54,63,63,80,93,85,73,71,35,17,35,47,13,23,79,19,56,100,26,60,89,5,35,34,80,76,5,48
Nathan Cooper,AFC Hornchurch,1222,Right Centre Back,Centre Back,England,32,55,63,39,59,31,17,8,10,100,90,82,98,18,87,99,36,97,10,21,40,96,12,5,82,9,63,0,0
Nathan Harness,Maidstone United,2511,Goalkeeper,,England,26,0,0,0,45,21,17,0,0,0,100,100,0,3,57,3,0,56,23,3,6,0,0,50,100,9,0,100,0
Nathan Minhas,Chesham United FC,1089,Centre Forward,Right Centre Forward,England,28,83,80,46,0,45,48,50,23,1,23,21,26,15,21,11,7,19,100,49,83,98,13,7,17,29,87,100,0
Nathan Odokonyero,Worthing FC,696,Right Centre Forward,Centre Forward,Uganda,23,84,96,94,76,84,55,71,74,53,2,9,29,68,93,5,14,1,100,98,99,100,54,6,6,42,93,40,93
Nathan Paul-Lavely,Hampton & Richmond,1258,Right Wing Back,Left Wing Back,England,20,54,41,66,58,22,27,74,82,72,11,29,64,62,86,80,64,38,100,77,75,95,0,51,14,29,42,34,38
Naz Bakrin,Tonbridge Angels FC,1950,Right Centre Back,Right Defensive Midfielder,England,23,45,59,55,0,15,23,24,26,70,63,74,90,49,96,88,79,80,100,47,61,99,45,23,73,16,49,28,58
Nick Wheeler,Worthing FC,801,Left Wing Back,Left Midfielder,England,35,65,68,12,72,85,74,49,37,10,16,49,46,27,77,62,20,56,100,28,25,94,22,62,44,83,70,2,74
Nino Adom-Malaki,Enfield Town FC,2451,Left Wing Back,Left Back,England,22,0,38,16,59,86,83,81,86,63,21,37,75,17,58,90,45,52,10,28,29,52,0,72,31,37,36,21,58
Noah Coppin,Salisbury,2063,Right Centre Forward,Centre Forward,England,24,88,88,63,48,65,71,44,45,49,33,24,37,48,88,14,15,15,100,83,99,100,0,20,15,33,83,34,53
Noah McCann,Tonbridge Angels FC,799,Left Back,Left Centre Back,Scotland,20,65,23,100,0,22,29,0,0,0,75,81,98,22,84,99,60,85,1,26,35,99,0,56,78,18,15,100,0
O.Babajide,Tonbridge Angels FC,1747,Right Wing,Left Wing,England,22,88,82,80,82,82,70,76,69,20,1,6,35,59,89,45,43,23,100,85,98,100,6,25,10,38,84,36,86
O.Dore,Salisbury,355,Left Centre Back,Left Wing Back,England,21,0,18,0,0,38,55,17,0,0,79,84,94,19,70,58,17,43,100,22,45,83,58,65,80,41,26,56,100
O.Knight,Enfield Town FC,692,Left Centre Midfielder,Left Midfielder,England,29,0,53,25,0,87,76,22,15,5,61,44,40,25,75,86,20,16,100,51,97,100,1,50,49,56,70,2,80
Odei Martin,Worthing FC,1288,Right Defensive Midfielder,Left Defensive Midfielder,Spain,29,0,18,55,0,27,38,34,44,87,38,72,68,59,96,99,57,64,10,59,95,100,85,94,77,79,24,68,58
Ola Ogunwamide,Horsham FC,532,Right Wing,Right Midfielder,England,26,0,60,77,0,46,60,82,75,19,17,9,43,51,54,35,8,28,100,57,72,83,2,21,7,42,69,0,14
Olaf Koszela,Chippenham Town,1015,Right Centre Forward,Centre Forward,England,24,85,83,63,0,59,71,31,18,3,10,28,21,19,54,31,9,18,100,63,93,99,34,8,26,61,88,28,52
Oli Davis,Hemel Hempstead Town,458,Left Wing,Left Midfielder,England,20,0,87,81,0,41,32,58,46,13,1,32,42,49,89,53,33,1,100,77,95,99,2,50,12,54,94,19,38
Oli Davis,Enfield Town FC,560,Left Centre Forward,Right Centre Forward,England,20,95,96,77,0,29,57,83,78,29,3,8,23,40,76,31,17,1,100,74,95,100,37,37,10,42,86,0,25
Oliver Bray,Salisbury,604,Left Centre Forward,Centre Forward,England,22,0,96,94,81,99,77,52,56,58,4,35,27,10,43,24,10,47,100,43,61,99,0,33,20,47,92,64,31
Oliver Hobden,Farnborough,666,Right Back,Right Wing Back,England,21,0,35,37,0,28,33,38,25,5,72,43,75,36,88,62,75,88,2,56,77,99,0,50,37,25,38,0,17
Oliver Robinson,Farnborough,2187,Centre Back,Left Centre Back,England,31,68,40,97,47,45,31,0,0,0,74,85,99,42,94,99,59,93,20,34,49,99,0,30,67,10,47,6,27
Ollie Godziemski,Worthing FC,561,Left Centre Forward,Left Midfielder,England,20,74,71,37,83,43,37,49,17,1,3,11,10,24,52,18,11,18,100,33,63,99,17,20,11,64,85,100,42
Ollie Morgan,Salisbury,1910,Right Back,Left Back,England,19,0,38,94,67,72,51,63,63,45,54,62,78,41,91,95,50,52,6,61,89,99,13,54,61,45,50,7,56
Ollie Tomlinson,Bath City,1807,Right Centre Back,Right Back,England,24,0,25,94,50,42,17,14,20,100,82,89,99,20,85,94,52,88,100,24,27,96,1,15,86,9,42,100,0
Oluwalopemiwa Aderoju,Eastbourne Borough,2221,Centre Forward,Left Centre Forward,England,22,96,97,89,0,51,50,35,37,55,7,23,50,27,48,13,8,57,100,59,72,98,0,14,6,26,89,100,0
Omar Rowe,Chesham United FC,304,Right Attacking Midfielder,Centre Forward,England,31,0,56,0,96,99,62,30,27,29,8,28,39,85,74,57,67,46,100,88,99,98,0,17,10,26,74,100,58
Owen Cochrane,Maidenhead United,1483,Right Wing Back,Right Back,England,21,0,27,99,54,43,41,40,36,29,49,56,69,35,58,87,49,43,100,29,42,94,4,90,62,67,11,7,58
Owen Windsor,Bath City,720,Left Centre Forward,Right Centre Forward,England,24,98,96,96,0,29,38,41,32,13,20,32,23,53,84,18,9,19,100,86,93,100,7,7,16,45,80,12,58
P.Ojemen,Slough Town FC,1095,Left Centre Back,Left Back,England,24,74,67,94,0,12,11,23,17,10,68,73,88,34,87,99,82,56,100,37,45,99,4,50,51,23,53,100,0
Patrick Casey,Dorking Wanderers FC,539,Right Centre Forward,Centre Forward,Republic of Ireland,20,99,99,89,84,48,38,45,60,89,11,17,30,70,98,25,8,29,100,98,99,100,16,21,30,49,95,100,0
Paul Appiah,Chelmsford City,409,Right Back,Right Centre Back,England,23,0,0,0,0,0,0,68,51,7,71,43,93,73,95,94,76,68,100,69,84,99,11,36,38,13,0,100,0
Paul Field,Hampton & Richmond,1311,Right Wing Back,Right Back,England,25,53,53,77,57,37,30,23,25,70,56,72,58,37,81,44,52,15,100,42,38,98,5,26,55,24,31,22,29
Rakish Bingham,Farnborough,1828,Centre Forward,Right Wing,England,32,92,80,84,68,56,56,54,55,46,40,37,27,16,25,28,9,11,100,37,67,99,15,14,27,40,80,65,49
Ralph Vigrass,AFC Totton,981,Right Wing,Left Wing,England,20,86,65,88,0,48,47,77,75,36,5,22,40,41,90,24,36,70,100,74,93,99,4,15,25,60,76,40,52
Rashawn Scott,Dagenham & Redbridge,519,Left Wing,Left Wing Back,England,22,0,53,25,85,93,91,74,76,47,5,15,17,81,62,57,39,1,100,94,91,99,6,75,14,57,71,12,45
Razzaq Coleman De-Graft,Worthing FC,2291,Right Wing,Right Wing Back,England,28,90,88,69,92,94,78,88,92,63,1,8,39,18,63,48,30,19,21,32,63,99,44,41,26,80,95,67,58
Reece Christopher Myles-Meekums,Horsham FC,2442,Left Wing,Left Midfielder,England,27,81,82,81,45,63,58,84,73,12,13,10,46,16,41,32,16,9,100,37,55,99,8,52,20,57,70,19,38
Reece Fleet,Chippenham Town,2398,Right Defensive Midfielder,Left Defensive Midfielder,England,34,0,20,26,46,36,37,17,19,76,58,70,57,41,94,99,65,52,100,52,87,99,75,87,77,66,23,64,93
Reece Grego-Cox,Hampton & Richmond,720,Right Centre Forward,Centre Forward,Republic of Ireland,29,98,87,94,75,65,68,70,68,35,36,13,23,33,43,20,9,31,100,67,73,99,1,37,23,49,90,28,79
Reggie Young,Dagenham & Redbridge,1040,Left Wing Back,Left Back,England,27,0,61,55,94,63,66,55,58,53,55,34,41,61,86,89,54,50,100,68,46,97,4,69,37,51,42,28,52
Reiss Greenidge,Slough Town FC,1309,Left Centre Back,Centre Back,Guyana,30,0,26,81,0,45,41,26,35,90,75,87,98,46,99,95,59,92,11,33,29,98,16,19,77,17,61,100,100
Remy Clerima,Maidenhead United,2123,Left Centre Back,Right Centre Back,France,36,44,43,20,47,49,34,24,21,29,32,62,97,46,96,100,83,85,19,49,78,99,13,67,52,43,59,61,21
