Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Jordan Burrow,Worksop Town FC,1967,Centre Forward,Right Centre Forward,England,33,185,6,6,7.08,0.15,47,13,40,5,,9,0,1.08,9,0,1.08,9,0,0,0,6,8.16,56,-2.16,6,3,3,50,15,0,21,39,4,3.04,25,17.6,346,115,0.01,99,62.64,78,103,21,25,64,15.02,18.06,22,23,12,49,131,1,303,246.96,76,85,27,67.01,236,78,69,81,2,0,0,386,58,9,22,39,32,16,41,48,-10,65.34,22,11.39,13.43,188,86,4.71,136,6,6,0,12,144,150,0,0,1,7,24,17,66,17,10,69,21,15.07,14.76,0.98,103,-0.31,14.73,15.24
Jordan Cranston,AFC Telford United,2811,Left Back,Left Centre Back,Wales,32,180,0,0,0.48,0.03,15,0,47,0,,0.25,10,6.8,57,6,4.63,35,4,2.17,22,10,7.28,72,2.72,29,25,4,86,19,0,31,20,40,44.16,78,70.74,365,189,0.02,172,30.86,79,311,43,83,70,45.17,89.33,26,42,18,47,26,0,297,290.8,107,76,26,34.69,70,24,33,43,10,0,0,1334,66,165,81,38,114,395,12,69,3,47.46,176,12.85,15.45,1120,97,5.17,258,67,31,36,2,22,53,4,37,25,26,6,34,60,7,36,55,9,25.47,21.58,0.83,84,-3.89,21.27,18.07
Jordan Dyer,Torquay United,2458,Right Centre Back,Centre Back,England,26,183,1,1,2.74,0.11,25,4,24,0,,1.65,0,1.16,11,0,1.16,11,0,0,0,1,3.9,36,-2.9,3,1,2,33,14,0,5,8,26,33.29,179,223.9,256,114,0.06,140,24.63,54,432,40,66,83,50.42,83.71,18,56,8,67,151,0,198,249.81,83,41,11,27.74,21,11,11,27,3,0,0,1178,75,98,16,42,213,202,16,63,-12,37.45,100,9.7,12.35,784,99,6.12,115,5,5,0,4,67,72,1,0,2,67,6,37,60,3,48,50,3,25.24,21.83,0.88,81,-3.42,22.22,17.7
Jordan Garrick,Merthyr Town FC,325,Right Centre Forward,Left Centre Forward,England,27,180,2,2,1.62,0.32,5,40,60,3,,1.78,1,0.65,5,1,0.65,5,0,0,0,3,2.26,10,0.74,5,2,3,40,4,0,11,14,0,0,4,5.67,78,26,0,24,59.8,5,14,6,6,75,9.33,9.33,8,75,2,50,5,0,64,82.24,21,21,9,64.26,50,78,18,86,0,0,1,66,76,0,29,0,5,1,35,72,-4,64.74,4,2.68,4.01,74,77,5.86,30,1,1,0,2,13,14,0,0,1,25,3,11,63,26,7,67,27,14.45,14.67,0.99,108,0.22,14.32,15.78
Jordan Higgs,Tonbridge Angels FC,1324,Right Defensive Midfielder,Centre Defensive Midfielder,England,29,172,0,0,0.59,0.04,14,0,29,1,,0.32,2,0.94,9,1,0.54,4,1,0.4,5,2,1.53,23,0.47,11,8,3,73,33,0,10,10,15,14.74,51,53.72,172,89,0.03,60,33.34,73,192,20,35,57,20.97,35.71,8,17,15,85,28,0,144,154.22,44,50,15,39.91,44,31,23,46,1,0,0,513,78,41,8,55,58,67,19,71,-7,46.25,43,4.26,4.91,370,97,5.07,97,8,4,4,1,14,18,1,13,1,17,1,22,67,11,18,74,8,20.8,15.99,0.94,95,-4.81,19.65,15.14
Jordan Hulme,Radcliffe,2406,Left Centre Forward,Right Centre Forward,England,35,183,8,8,5.3,0.13,40,20,38,3,,5.48,3,3.83,26,3,3.83,26,0,0,0,11,9.13,66,1.87,62,36,26,58,37,3,41,102,5,4.17,10,9.03,387,127,0.01,94,67.38,71,97,14,19,64,12.09,16.26,23,0,8,33,43,0,350,299.9,83,104,34,69.57,296,85,96,92,5,1,0,436,60,10,7,37,14,23,36,57,-3,69.23,32,7.44,13.89,420,83,5.93,174,23,23,0,14,156,179,4,9,7,23,23,21,63,17,18,61,21,14.96,13.26,0.92,99,-1.7,13.77,13.06
Jordan Keane,Southport,1950,Left Centre Back,Right Defensive Midfielder,England,32,191,0,0,0.49,0.06,8,0,0,0,,0,1,0.48,11,1,0.48,11,0,0,0,1,0.98,19,0.02,4,4,0,100,9,0,5,4,19,20.85,127,122.83,184,97,0.07,86,25.16,40,281,22,41,85,21.18,42.03,24,63,4,61,41,0,138,127.28,55,32,16,32.16,24,17,13,41,4,0,0,759,76,91,12,56,139,151,11,63,-13,35.63,39,5.2,5.84,484,99,3.66,61,7,7,0,1,19,26,0,0,0,0,3,31,65,5,31,61,8,25.41,21.64,0.92,104,-3.78,23.35,22.6
Jordan Neil Greenidge,Slough Town FC,783,Centre Forward,Right Centre Forward,England,26,193,1,1,2.41,0.2,12,8,50,4,,1.73,0,0.56,8,0,0.56,8,0,0,0,1,2.97,20,-1.97,1,0,1,0,3,0,9,33,3,1.96,10,5.84,160,36,0.02,29,65.25,23,27,1,4,25,1.08,3.04,23,0,3,52,52,0,136,110.18,26,27,1,70.02,113,83,25,93,0,0,0,139,59,2,67,29,10,7,47,59,1,67.44,6,2.84,3.9,68,65,3.79,49,6,6,0,2,48,54,0,0,1,50,5,21,66,13,14,73,12,14.82,12.25,0.88,92,-2.57,12.97,11.23
Jordan Ngalo,Salisbury,983,Right Defensive Midfielder,Left Defensive Midfielder,England,27,173,0,0,0.43,0.05,8,0,13,0,,0.38,2,0.66,10,1,0.34,6,1,0.32,4,2,1.08,18,0.92,11,7,4,64,10,0,12,13,14,19.22,18,21.84,165,64,0.03,57,40.54,74,160,20,34,69,24.89,44.11,9,44,9,69,18,1,137,165.73,44,40,10,41.18,44,32,20,50,0,0,0,483,77,42,7,53,31,66,22,72,-5,52.15,56,5.19,5.37,398,97,4.57,113,14,6,8,0,5,11,1,14,2,50,0,19,69,12,22,73,5,20.99,18.26,0.96,95,-2.73,20.07,17.26
Jordan Norville-Williams,Dorking Wanderers FC,1230,Left Centre Back,Left Back,England,26,180,0,0,0.08,0.03,3,0,0,0,,0,0,0.25,4,0,0.2,3,0,0.05,1,0,0.33,7,-0.33,24,20,4,83,18,0,18,14,22,27.61,47,59,208,84,0.03,96,27.55,58,259,33,55,97,40.59,68.2,11,88,1,69,34,2,164,207.62,58,32,16,31.76,31,19,12,38,3,0,0,632,69,68,85,46,68,126,13,59,-10,41.6,81,3.97,4.18,467,96,7.49,81,9,3,6,1,9,12,0,22,2,15,3,37,55,8,32,56,12,23.85,21.1,0.9,94,-2.75,21.35,19.9
Jordan Piggott,AFC Telford United,2505,Right Centre Back,Right Defensive Midfielder,England,27,183,1,1,0.9,0.09,10,10,40,0,,1.24,2,2.25,16,2,2.25,16,0,0,0,3,3.16,26,-0.16,6,6,0,100,16,0,13,6,39,42.87,142,149.38,233,97,0.07,125,27.91,59,301,24,63,86,26.16,69.03,11,63,4,59,70,0,198,194.32,78,37,14,36,60,30,18,49,4,1,0,1212,81,132,14,55,168,216,11,68,-13,35.29,74,11.87,13.61,900,99,5.1,100,8,8,0,5,31,39,0,13,2,33,8,29,67,4,35,61,4,24.25,21.29,0.92,94,-2.96,22.2,20.03
Jordan Ragguette,Maidenhead United,1972,Left Wing Back,Left Back,St. Vincent and the Grenadines,25,187,0,0,0.56,0.04,15,0,27,1,,0.26,2,2.32,22,2,2.24,21,0,0.08,1,2,2.88,37,-0.88,26,13,13,50,14,1,15,26,18,18.07,85,86.01,316,161,0.02,128,34.12,69,239,42,60,72,47.21,65.28,23,52,16,55,32,0,252,262,86,59,23,38.05,74,29,35,59,4,0,0,802,61,95,82,40,109,214,12,52,-9,51.42,132,7.5,9.25,629,94,6.13,187,41,27,14,2,17,44,0,51,26,37,2,40,52,9,39,49,12,24.97,22.6,0.87,94,-2.38,21.72,21.19
Jordan Richards,Curzon Ashton FC,2199,Right Back,Right Wing Back,England,33,180,0,0,0.18,0.03,7,0,0,0,,0,1,0.98,12,1,0.98,12,0,0,0,1,1.16,19,-0.16,4,3,1,75,9,0,3,6,22,19.31,95,88.77,247,116,0.05,114,27.33,93,261,33,55,73,23.65,42.96,12,27,12,54,44,0,202,160.54,76,34,16,34.04,52,26,19,56,1,0,0,810,64,99,6,38,128,231,12,57,-7,49.34,120,9.87,10.87,500,99,3.96,183,29,23,6,1,7,30,1,31,10,21,1,38,54,8,39,55,7,26.63,24.88,0.86,87,-1.76,22.89,21.64
Jordan Slew,Southport,2250,Left Wing,Centre Forward,England,33,178,9,9,3.46,0.06,60,15,33,3,,7.76,2,3.03,25,2,3.03,25,0,0,0,11,6.49,85,4.51,38,21,17,55,44,0,66,85,6,8.61,21,23.71,226,72,0,57,52.52,87,155,16,22,64,13.14,21.75,32,27,9,55,73,0,180,178.64,44,54,18,57.09,117,65,49,91,3,0,0,733,69,18,23,37,34,36,34,65,-4,60.77,53,7.19,9.93,703,87,6.07,225,17,17,0,9,88,105,3,24,11,24,18,17,55,28,15,54,31,16.51,14.78,0.94,97,-1.73,15.58,14.31
Jordan Thomas,Torquay United,2146,Right Back,Right Wing Back,England,25,182,0,0,0.42,0.04,10,0,10,1,,0.01,3,1.38,19,2,1.34,17,1,0.05,2,3,1.81,29,1.19,15,10,5,67,38,0,19,28,23,27.8,63,80.34,345,118,0.03,122,32.16,87,230,34,57,81,43.1,70.91,14,60,8,48,36,1,300,381.32,98,82,24,34.53,92,31,57,70,2,0,0,816,70,57,14,37,76,142,14,65,-5,54.59,111,6.6,7.41,652,95,4.05,226,25,20,5,11,37,57,1,28,10,30,11,39,50,11,34,56,11,20.74,16.52,0.87,104,-4.22,18.14,17.16
Jordan Thompson,Tonbridge Angels FC,793,Left Centre Back,Centre Back,England,27,188,1,1,1.35,0.45,3,33,67,0,,1.54,0,0.17,1,0,0.17,1,0,0,0,1,1.52,4,-0.52,1,1,0,100,4,0,3,2,3,1.25,64,38.23,64,36,0.09,31,20.96,7,89,10,13,100,5.43,6.69,10,,0,67,30,0,44,27.87,14,5,2,27.13,7,16,2,40,1,0,0,173,61,16,21,36,64,44,17,47,-15,33.63,7,2.11,3.05,101,99,4.21,13,1,1,0,2,15,16,0,0,0,0,3,40,52,7,38,54,8,27.71,14.09,0.89,124,-13.62,24.6,17.49
Jordan Thompson,Hemel Hempstead Town,643,Right Centre Back,Centre Back,England,27,188,0,0,0.83,0.41,2,0,50,0,,0.01,0,0.42,1,0,0.42,1,0,0,0,0,1.25,3,-1.25,1,0,1,0,2,0,1,4,3,2.94,35,33.08,56,34,0.05,24,26.48,12,100,7,10,78,7.67,10.61,2,80,2,44,17,0,47,46.67,18,11,7,33.22,11,23,3,27,1,0,0,172,65,20,18,51,40,34,17,48,-17,36.07,8,3.23,3.94,89,97,4.79,10,1,1,0,1,9,10,0,0,0,,1,34,60,6,30,60,10,26.98,21.85,0.91,81,-5.13,24.63,17.59
Jordan Tillson,Bath City,2661,Right Defensive Midfielder,Centre Defensive Midfielder,England,33,183,1,1,0.62,0.1,6,17,17,0,,0.41,0,0.44,12,0,0.44,12,0,0,0,1,1.06,18,-0.06,6,5,1,83,22,1,20,18,29,18.27,78,54.12,635,345,0.02,196,39.95,240,505,66,95,66,47.14,65.4,40,33,34,55,79,0,530,355.88,147,155,49,42.7,190,36,91,59,5,0,0,968,65,52,12,41,96,108,25,67,2,50.49,99,6.84,7.29,581,96,3.68,177,20,19,1,0,17,36,3,5,1,14,4,35,56,9,37,58,5,19.68,16.16,0.91,98,-3.53,18,15.76
Jordan Tunnicliffe,Farnborough,402,Left Centre Back,,England,32,186,0,0,0.05,0.05,1,0,100,0,,0.05,0,0,0,0,0,0,0,0,0,0,0.05,1,-0.05,1,0,1,0,3,0,1,2,2,1.84,39,34.83,57,24,0.07,28,25.32,11,57,7,9,88,4.79,6.64,3,100,1,72,21,0,47,33.62,18,7,3,29.4,10,21,4,57,1,0,0,106,64,5,17,36,41,12,15,65,1,41.73,6,0.94,0.94,56,98,3.42,14,1,1,0,0,7,8,0,0,0,0,1,45,49,5,21,71,7,20.95,20.68,0.92,116,-0.28,19.37,23.9
Jordan Tunnicliffe,Kidderminster Harriers,788,Centre Back,Right Centre Back,England,32,186,1,1,0.69,0.14,5,20,60,0,,1.33,1,0.87,3,1,0.87,3,0,0,0,2,1.56,8,0.44,0,0,0,,9,0,1,1,11,11.85,79,102.88,77,37,0.09,48,26.66,21,137,11,22,73,11.87,23.72,6,67,4,75,60,0,60,67.91,27,7,3,29.82,10,17,2,29,1,0,0,287,73,25,18,44,89,47,20,61,-12,37.49,17,3.4,3.68,159,99,3.67,20,1,1,0,1,17,18,0,0,0,0,2,30,64,6,35,65,0,24.53,21.21,0.91,91,-3.32,22.23,19.29
Jordan Young,Torquay United,2688,Right Wing,Right Midfielder,Scotland,26,175,14,13,9.43,0.1,96,14,43,3,33,9.97,8,6.08,54,6,5.14,41,2,0.94,13,21,15.51,150,5.49,66,37,29,56,60,2,78,81,17,22.43,12,16.33,450,159,0,132,50,148,250,42,59,68,48.83,71.26,33,30,20,33,13,1,377,449.72,101,118,30,50.96,189,50,84,71,6,1,0,965,68,104,84,43,38,214,22,66,-3,65.07,126,15.57,23.76,1039,89,6.67,382,87,56,31,12,148,204,4,23,23,28,19,18,66,16,19,61,20,22.13,17.53,0.89,94,-4.59,19.59,16.49
Josef Yarney,Macclesfield Town,606,Right Centre Back,Left Centre Back,England,28,183,0,0,0.37,0.19,2,0,100,0,,0.42,0,0.16,3,0,0.16,3,0,0,0,0,0.53,5,-0.53,1,1,0,100,2,0,1,0,6,5.18,25,23.58,47,27,0,20,24.06,15,82,5,11,63,5.14,10.32,6,67,3,55,16,0,36,37.99,14,3,2,23.82,0,0,0,0,1,0,0,298,80,29,15,48,31,55,15,64,-16,36.51,23,1.84,2.29,219,100,7.49,33,3,3,0,0,10,13,0,67,2,67,2,30,66,3,15,76,9,24.77,18.75,0.89,94,-6.02,22.12,17.68
Josh Ashby,Oxford City,3061,Right Defensive Midfielder,Left Defensive Midfielder,England,30,180,4,4,2.67,0.06,44,9,55,1,,4.97,3,3.26,33,0,2.14,24,3,1.11,9,7,5.93,77,1.07,16,12,4,75,41,0,34,23,52,33.79,96,72.79,664,360,0.03,231,37.26,170,443,65,117,78,51.49,85.28,68,27,18,42,61,1,531,408.75,165,146,43,40.34,159,30,65,45,7,0,0,1405,72,115,11,42,120,251,15,68,-4,49.26,149,9.53,10.85,998,97,4.62,295,56,27,29,10,76,103,1,25,20,45,11,29,56,14,32,62,6,21.39,17.97,0.89,98,-3.42,19.11,17.55
Josh Ayres,Alfreton Town,560,Centre Forward,Left Centre Forward,England,20,,5,5,3.68,0.15,24,21,71,7,,7.33,0,0,0,0,0,0,0,0,0,5,3.68,24,1.32,3,1,2,33,2,0,12,15,0,0,3,1.93,114,58,0.01,27,61.68,25,32,3,3,60,2,2,6,0,2,36,33,0,105,44.73,24,21,6,63.26,73,70,18,86,0,0,0,89,51,6,16,60,4,9,48,39,-12,66.67,8,3.42,5.87,65,80,8.37,27,3,3,0,3,49,52,0,0,0,0,5,24,58,18,15,56,30,16.75,10.92,1.08,106,-5.83,18.02,11.55
Josh Castiglione,Bedford Town,532,Left Midfielder,Left Centre Midfielder,England,29,177,2,2,0.55,0.06,9,22,67,3,,2.17,0,0.38,3,0,0.38,3,0,0,0,2,0.93,12,1.07,3,2,1,67,4,0,9,4,1,1.07,12,8.5,97,57,0,34,47.4,24,52,7,8,54,5.08,6.15,1,14,6,46,6,0,89,55.99,26,26,6,50.69,40,45,19,73,1,0,0,164,69,6,19,24,17,20,21,61,-7,57.88,21,1.27,1.49,125,95,6.42,52,6,6,0,0,11,17,1,17,1,17,2,29,55,16,27,52,21,20.16,19.7,0.89,98,-0.46,17.92,19.33
Josh Castiglione,Chelmsford City,951,Left Centre Midfielder,Right Back,England,29,177,1,1,0.43,0.09,5,20,20,1,,0.3,0,0.88,9,0,0.56,6,0,0.33,3,1,1.32,14,-0.32,8,5,3,63,13,0,7,10,12,14.36,29,24.6,172,79,0.03,58,38.81,47,105,12,24,75,11.46,25.82,7,43,4,32,9,1,153,147.51,41,31,9,43.41,60,39,23,74,0,0,0,313,59,31,14,36,35,81,10,49,-11,57.52,38,3.68,4.43,223,95,6.07,89,13,7,6,3,13,20,0,15,5,28,4,39,50,10,29,57,13,23.02,17.29,0.88,96,-5.73,20.22,16.66
Josh Coley,Ebbsfleet United,1646,Left Centre Forward,Left Attacking Midfielder,England,27,177,2,2,4.62,0.13,35,6,34,3,,3.7,2,1.13,15,2,1.13,15,0,0,0,4,5.75,50,-1.75,39,20,19,51,30,1,38,53,4,4.09,15,17.24,428,167,0.02,105,57.4,79,132,22,26,63,22.92,27.01,37,35,13,29,19,0,372,418.02,87,90,26,58.81,246,66,72,80,4,0,0,470,72,20,7,48,22,35,28,70,-3,64.89,41,6.76,9.86,482,85,5.43,202,19,19,0,7,111,130,2,11,3,20,16,22,59,20,15,66,19,16.61,13.57,0.95,107,-3.05,15.8,14.55
Josh Dawodu,Bedford Town,1031,Right Back,Left Back,England,25,176,0,0,0.08,0.03,3,0,0,0,,0,1,0.81,3,1,0.81,3,0,0,0,1,0.89,6,0.11,11,6,5,55,28,0,6,9,16,6.48,23,11.06,191,89,0.04,78,28.93,24,102,32,48,80,14.62,21.11,5,54,8,43,13,0,156,76.2,56,22,9,29.87,32,21,13,59,1,0,0,229,61,17,15,31,35,43,15,44,-16,49.97,35,2.51,2.61,190,94,6.57,59,5,5,0,1,1,6,0,20,2,22,1,40,55,5,27,66,7,23.74,25.85,0.84,82,2.11,19.84,21.14
Josh Hare,AFC Hornchurch,2561,Right Back,Right Centre Back,England,31,183,0,0,0.66,0.05,14,0,7,0,,0.01,3,4.39,31,2,3.46,23,1,0.93,8,3,5.05,45,-2.05,3,1,2,33,6,0,8,13,29,25.6,119,101.7,325,135,0.03,134,31.24,108,343,42,71,76,38.64,64.24,18,60,13,53,75,0,269,246.33,90,72,26,34.77,70,26,33,46,4,1,0,1092,61,162,7,40,165,355,13,52,-9,51.01,192,12.36,14.09,695,98,3.91,269,58,42,16,3,25,67,2,50,33,37,5,43,52,5,43,51,6,26.66,23.48,0.86,88,-3.19,23.03,20.76
Josh Kay,Macclesfield Town,1131,Right Centre Midfielder,Left Centre Midfielder,England,29,165,1,1,0.91,0.05,18,6,50,2,,1.38,1,1.22,11,1,1.16,10,0,0.06,1,2,2.13,29,-0.13,27,17,10,63,16,0,31,35,12,14.33,11,14.81,170,83,0.02,64,45.35,58,122,13,25,52,11.15,25.48,16,14,12,55,27,0,141,157.12,50,49,22,49.48,65,46,32,65,3,0,2,422,68,31,10,49,22,52,25,66,-1,58.06,42,4.65,6.06,352,90,4.92,136,12,11,1,1,24,35,1,42,5,31,2,24,61,15,21,63,16,19.2,15.77,0.93,94,-3.43,17.84,14.9
Josh Miles,Southport,540,Left Back,Right Back,England,19,,0,0,0.09,0.09,1,0,0,0,,0,0,0.04,1,0,0.04,1,0,0,0,0,0.13,2,-0.13,4,3,1,75,11,0,6,3,7,6.02,24,22.54,96,48,0.06,38,30.65,9,39,17,24,81,15.41,21.43,3,43,4,46,6,0,76,68.48,25,16,6,34.76,15,20,9,56,3,0,0,155,65,10,20,28,27,33,8,50,-15,45.61,23,0.81,0.9,131,98,5.43,24,3,2,1,0,0,2,0,0,0,0,0,43,47,10,46,33,21,24.48,21.61,0.85,117,-2.87,20.92,25.24
Josh Parker,Oxford City,2383,Centre Forward,Left Wing,Antigua and Barbuda,35,180,5,4,4.14,0.18,23,17,57,2,100,4.8,2,2.15,21,2,2.15,21,0,0,0,6,6.28,44,-0.28,10,6,4,60,40,0,42,69,6,2.81,30,22.16,418,181,0.01,108,56.29,64,115,17,23,61,14.39,17.21,32,27,11,34,60,1,369,300.42,90,76,19,61.53,263,71,63,83,3,0,0,619,68,48,7,58,45,68,30,64,-5,60.3,53,7.02,10.43,508,87,3.99,205,16,16,0,4,73,89,1,31,11,46,16,20,62,18,16,64,20,18.4,16.04,0.96,103,-2.36,17.59,16.47
Josh Popoola,Maidenhead United,2571,Centre Attacking Midfielder,Right Wing,England,22,177,7,7,4.62,0.1,46,15,39,3,,5.26,11,8.32,66,8,6.49,44,3,1.83,22,18,12.94,112,5.06,87,60,27,69,63,1,107,90,10,10.92,13,13.12,503,196,0.01,165,56.91,127,186,36,46,78,39.24,50.16,27,17,10,35,35,0,441,462.39,139,125,44,58.63,291,66,108,86,4,0,0,680,66,69,15,41,25,156,20,64,-2,67.39,85,12.6,19.45,806,86,7.5,293,78,36,42,15,109,145,2,35,36,35,33,11,67,22,10,58,31,21.77,16.42,0.89,96,-5.34,19.35,15.81
Josh Quaynor,Leamington FC,1702,Left Back,Left Wing,England,34,176,0,0,0.17,0.03,5,0,20,0,,0.32,1,0.39,8,1,0.32,7,0,0.07,1,1,0.57,13,0.43,3,1,2,33,13,0,11,7,24,14.88,68,46.01,202,95,0.04,83,28.11,68,216,26,50,68,21.65,36.52,16,29,12,56,25,0,162,105.32,54,37,9,32.27,33,20,16,43,1,0,0,496,56,52,79,28,85,167,12,51,-5,48.28,60,2.34,2.53,307,98,4.2,72,13,7,6,1,2,9,0,8,2,11,0,46,47,7,46,44,10,26.15,23.17,0.8,89,-2.98,20.82,20.6
Josh Rees,AFC Hornchurch,2701,Right Defensive Midfielder,Right Centre Midfielder,England,32,175,4,4,8.5,0.14,59,7,34,3,,7.07,4,2.25,21,4,2.2,20,0,0.05,1,8,10.75,80,-2.75,12,8,4,67,22,1,40,31,21,19.56,42,41.09,587,261,0.03,222,43.18,213,401,76,97,85,76.79,96.35,51,50,13,47,66,0,461,421.1,169,148,54,45.61,194,42,87,59,6,0,0,784,68,38,11,44,63,65,25,66,-2,54.79,77,13.93,19.71,522,92,4.81,201,15,14,1,9,124,138,3,7,4,36,15,31,56,13,23,67,10,18.42,15.93,0.94,97,-2.49,17.29,15.51
Josh Taylor,Dorking Wanderers FC,1749,Right Centre Midfielder,Right Defensive Midfielder,England,31,,2,2,0.75,0.04,17,12,35,1,,1.29,1,1.3,19,1,1.21,17,0,0.1,2,3,2.05,36,0.95,20,14,6,70,18,1,26,26,11,14.11,19,24.18,301,136,0.03,109,44.07,128,248,36,47,68,53.25,67.36,19,41,17,61,25,1,246,344.37,86,82,33,46.08,97,39,52,63,2,0,0,815,71,59,17,54,27,101,15,66,-5,53.82,96,11.53,12.59,621,95,6.32,203,35,16,19,4,43,59,0,34,15,30,10,22,67,11,25,66,9,20.03,16.03,0.95,106,-4,19.04,17
Josh Umerah,Maidenhead United,2314,Right Centre Forward,Centre Forward,England,29,185,10,9,7.88,0.15,54,17,39,4,100,11.44,1,1.32,16,1,1.32,16,0,0,0,10,9.2,70,0.8,22,5,17,23,44,0,64,105,1,1.14,11,11.55,402,126,0.02,126,66.05,61,97,12,13,75,13.03,14.17,31,20,4,33,62,0,359,370.48,117,100,38,67.68,289,81,84,84,2,0,0,399,70,9,15,75,15,8,38,63,-6,66.4,34,9.09,14.59,428,79,5.07,174,3,3,0,6,151,154,0,0,2,33,21,16,54,30,11,53,35,13.67,12.77,1.02,99,-0.91,13.88,12.62
Josh Wardle,Marine,2537,Left Centre Back,Centre Back,England,29,191,4,4,2.89,0.17,17,24,59,0,,4.85,1,0.25,6,1,0.25,6,0,0,0,5,3.14,23,1.86,3,2,1,67,21,0,2,7,25,19.22,178,137.14,248,95,0.08,127,24.01,47,419,19,44,68,14.63,33.85,27,53,9,70,147,3,202,148.95,86,42,19,29.73,30,15,12,29,7,0,0,649,52,59,74,31,211,155,26,53,0,36.81,41,8.17,8.53,250,98,5.55,58,4,4,0,6,60,64,2,0,0,0,9,52,44,5,45,45,10,27.3,21.14,0.83,92,-6.17,22.58,19.44
Joshua Addae,Chesham United FC,2316,Right Wing Back,Right Back,England,23,,0,0,0.98,0.07,15,0,20,1,,0.54,1,1.61,10,1,1.36,8,0,0.25,2,1,2.59,25,-1.59,25,16,9,64,24,0,46,42,22,17.33,48,46.44,444,234,0.03,165,38.34,96,210,46,68,70,42.67,60,13,51,20,49,23,0,385,353.97,118,81,27,41.21,135,35,58,72,2,0,0,616,59,66,14,30,65,205,13,59,0,53.94,84,6.79,7.76,543,90,5.64,154,44,20,24,4,34,54,0,45,23,17,7,33,55,12,32,47,21,24.7,19.83,0.83,89,-4.87,20.56,17.63
Joshua Adepoju,Slough Town FC,382,Left Centre Midfielder,Centre Attacking Midfielder,England,,,0,0,0.51,0.08,6,0,33,2,,0.24,1,0.62,5,1,0.39,4,0,0.24,1,1,1.13,11,-0.13,7,4,3,57,4,0,14,12,2,0.67,2,0.94,96,42,0,33,50.98,29,47,4,6,67,3.13,3.8,8,50,2,33,4,0,84,53.71,29,30,12,51.54,41,49,23,77,1,0,0,123,60,6,32,38,8,10,36,56,-4,60.38,15,1.38,1.87,125,88,6.56,36,7,5,2,1,7,12,1,14,1,17,2,23,61,15,28,50,22,18.91,16.07,0.88,98,-2.84,16.56,15.78
Joshua Anifowose,Eastbourne Borough,1669,Left Wing Back,Right Wing Back,England,24,185,1,1,2.29,0.07,34,3,41,3,,2,5,3.3,24,5,3.01,23,0,0.29,1,6,5.59,58,0.41,64,37,27,58,24,0,80,81,12,11.8,11,13.94,422,144,0.01,137,51.71,118,199,39,51,83,45.75,57.55,31,20,8,28,11,0,352,372.12,112,130,45,54.45,209,59,110,85,6,0,0,555,62,39,11,46,24,72,20,65,2,60.49,75,8.09,9.92,596,82,7,189,26,24,2,4,63,87,1,42,15,31,11,24,61,15,19,63,18,20.31,19.26,0.97,93,-1.05,19.61,17.81
Joshua Passley,Ebbsfleet United,2070,Right Centre Back,Right Wing Back,England,31,184,1,1,0.76,0.11,7,14,29,0,,0.25,2,1.8,17,2,1.8,17,0,0,0,3,2.56,24,0.44,9,5,4,56,14,0,19,16,14,16.71,77,90.41,263,92,0.05,119,34.06,60,244,37,51,86,40.63,57.34,27,57,6,77,41,1,200,231.65,87,58,25,40.65,68,34,39,67,4,0,0,942,75,83,7,51,107,134,16,63,-12,52.44,147,10.9,11.54,769,97,6.08,274,21,20,1,7,41,61,1,19,11,30,11,35,55,11,42,45,14,22.1,20.27,0.91,88,-1.83,20.05,17.85
