Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Kevin Roberts,Chester,1512,Right Back,Right Centre Back,England,36,188,0.12,0.12,0.09,0.19,0.48,25,25,0,,0.11,0.06,0.06,0.65,0.06,0.06,0.6,0,0,0.06,0.18,0.15,1.13,0.03,0.48,0.24,0.24,50,0.89,0,1.01,0.71,1.19,1.07,3.45,3.25,13.93,7.92,0.07,4.7,30.4,4.11,12.8,2.5,3.69,67,1.81,2.87,0.83,43,1.25,62,1.91,0,10.6,8.42,3.45,2.68,0.77,34.59,2.68,25,1.31,49,0.48,0,0.06,34.83,72,2.74,11,39,3.87,6.55,11,63,-9,49.96,3.87,0.37,0.43,25.66,94,4.13,7.56,0.89,0.71,0.18,0.3,1.07,1.79,0.06,40,0.48,36,0.3,35,56,9,31,53,17,22.6,17.82,0.87,92,-4.78,19.58,16.46
Keziah Martin,Buxton,579,Centre Attacking Midfielder,Left Back,Bermuda,26,179,0,0,0.06,0.08,0.78,0,60,1,,0.07,0.16,0.16,1.24,0,0.13,0.93,0.16,0.03,0.31,0.16,0.22,2.02,-0.06,0.62,0.47,0.16,75,1.4,0,1.56,1.24,0.16,0.26,1.71,2.18,13.22,6.38,0.03,4.2,40.86,2.33,5.91,0.78,0.93,83,1.12,1.38,0,0,0.16,63,0.78,0,12.44,13.25,3.58,2.96,0.78,44.72,5.44,44,1.71,58,0,0,0,30.18,78,1.87,71,40,1.87,4.51,16,64,-14,55.55,3.42,0.18,0.27,25.82,94,4.88,9.96,0.93,0.47,0.47,0,1.56,2.02,0,67,0.62,57,0.31,26,60,14,23,66,11,21.36,19.14,0.88,99,-2.22,18.86,18.94
Keziah Martin,Hereford FC,488,Right Centre Midfielder,Right Midfielder,Bermuda,26,179,0.18,0.18,0.1,0.08,1.29,14,43,2,,0.19,0,0.28,1.84,0,0.13,0.92,0,0.15,0.92,0.18,0.38,3.13,-0.19,1.66,1.29,0.37,78,1.29,0,3.87,1.47,0.55,0.52,0.74,0.78,16.03,6.82,0,3.69,47.11,4.98,7.19,2.03,2.58,85,1.94,2.46,1.29,0,0.37,25,0.74,0,12.71,11.52,2.95,3.13,0.92,49.66,6.82,54,2.58,82,0.37,0,0,29.12,68,4.24,84,56,0.92,7.37,14,81,14,58.72,6.82,0.64,0.74,26.54,90,5.73,10.32,3.13,1.11,2.03,0,1.84,2.95,0,18,0.55,25,0,27,58,15,36,54,11,23.37,15.92,0.94,103,-7.44,21.92,16.37
Khaleel Rafiq Salah-Edine,Dagenham & Redbridge,439,Right Centre Midfielder,Left Defensive Midfielder,Morocco,23,177,0.21,0.21,0.15,0.09,1.64,13,25,2,,0.2,0.21,0.04,1.03,0.21,0.04,1.03,0,0,0,0.41,0.19,2.67,0.22,2.05,1.44,0.62,70,0.82,0,1.44,2.05,0.21,0.23,1.44,0.95,15.39,6.36,0,2.26,47.18,6.98,10.67,0.41,0.62,22,0.48,0.71,0.62,13,1.44,38,1.03,0.21,14.36,10.38,2.05,4.92,0.62,50.48,8.41,59,4.31,88,0.21,0,0,32.01,85,2.26,22,69,1.85,2.87,24,80,-5,54.61,5.33,0.39,0.48,30.57,91,5.71,9.44,1.03,1.03,0,0,1.03,2.05,0,0,0.21,50,0.21,18,67,15,22,65,13,20.06,17.47,0.99,107,-2.59,19.91,18.66
Kian Ronan,Chelmsford City,1597,Right Back,Right Wing Back,Gibraltar,25,176,0,0,0.06,0.26,0.23,0,75,0,,0.03,0.06,0.06,0.56,0.06,0.05,0.45,0,0.01,0.11,0.06,0.12,0.79,-0.06,0.23,0.11,0.11,50,0.51,0,0.39,0.79,1.58,1.62,3.38,3.27,14.15,6.03,0.06,4.62,34.5,4.34,12.96,1.41,2.99,66,1.33,2.95,1.01,37,0.73,59,1.63,0,11.72,10.63,3.27,2.71,0.73,39.07,4,34,1.92,71,0.11,0,0,35.79,64,3.83,17,42,4.23,8.34,11,45,-19,54.38,5.3,0.37,0.41,23.34,97,4.39,8.85,1.18,0.85,0.34,0.11,0.79,1.63,0,24,0.39,18,0.23,41,50,9,39,46,14,22.66,16.74,0.88,98,-5.92,19.98,16.47
Kian Scales,Radcliffe,969,Right Back,Right Defensive Midfielder,England,24,181,0.09,0.09,0.03,0.05,0.74,13,25,1,,0.05,0,0.06,0.65,0,0.06,0.65,0,0,0,0.09,0.09,1.39,0,0.74,0.37,0.37,50,0.93,0,0.93,0.93,0.93,0.8,2.04,1.92,15.42,7.15,0.03,5.67,36.55,4.83,11.43,1.76,2.69,73,1.67,2.47,0.74,40,0.65,11,0.09,0.09,12.91,12.15,3.9,3.81,1.02,40.77,4.64,36,2.6,68,0.19,0,0,39.29,70,3.34,20,40,3.16,7.15,17,68,-2,53.52,6.22,0.26,0.36,32.32,97,6.29,11.05,1.3,1.11,0.19,0.09,0.56,1.67,0,0,0,0,0.19,33,57,10,28,65,8,23.9,23.59,0.88,90,-0.31,20.99,21.33
Kien Connolly,Dagenham & Redbridge,398,Centre Forward,Right Centre Forward,England,20,190,0,0,0.31,0.23,1.36,0,67,3,,0.44,0.45,0.39,1.58,0.45,0.39,1.58,0,0,0,0.45,0.7,2.94,-0.25,0.9,0.45,0.45,50,0.68,0,2.03,3.39,0.9,1.17,0.68,0.75,14.69,4.97,0,4.52,61.33,1.81,3.84,0.68,1.58,60,0.95,2.12,1.13,0,0.45,36,2.71,0,12.88,13.4,3.84,4.29,2.26,64.81,10.4,81,3.62,84,0,0,0,19.44,73,0.9,22,80,0.9,0.9,41,77,4,63.41,1.58,0.63,1.02,17.4,87,4.74,8.36,0,0,0,0.45,5.42,5.42,0.23,,0,0,0.68,15,66,19,16,65,19,17.08,15.86,0.97,98,-1.22,16.57,15.48
Kieran Burton,Buxton,2708,Left Centre Back,Left Back,England,22,188,0.1,0.1,0.08,0.15,0.53,19,44,0,,0.15,0.03,0.03,0.27,0.03,0.03,0.27,0,0,0,0.13,0.11,0.8,0.02,0.37,0.37,0,100,1.4,0,0.83,0.73,0.8,0.95,4.59,5.37,11.1,5.38,0.04,4.32,25.01,2.59,11.56,1.86,2.66,81,2,2.96,1.03,56,0.43,64,3.36,0,8.21,9.15,2.56,1.76,0.43,28.3,0.93,11,0.4,23,0.23,0,0.03,37.45,75,3.12,81,44,5.15,6.55,12,53,-22,39.92,2.69,0.34,0.4,28.68,97,5.75,4.05,0.33,0.3,0.03,0.03,1.3,1.6,0.03,20,0.07,29,0.07,32,59,9,33,55,12,23.64,18.73,0.88,99,-4.91,20.85,18.49
Kieran Coates,Fylde,624,Right Back,Right Midfielder,England,24,170,0,0,0.01,0.03,0.29,0,50,0,,0,0,0.03,0.43,0,0.02,0.29,0,0.02,0.14,0,0.04,0.72,-0.04,1.01,0.29,0.72,29,1.01,0,1.3,2.31,1.3,1.85,3.75,5.3,13.99,5.05,0.06,5.62,32.19,4.47,10.96,1.3,2.6,64,1.72,3.57,0.43,38,0.72,50,1.44,0.14,12.26,16.97,3.75,3.32,1.15,37.96,3.32,27,2.02,61,0.14,0,0,32.58,69,3.32,9,48,3.89,6.78,13,72,3,52.3,4.18,0.29,0.29,25.95,91,4.92,8.36,1.01,0.29,0.72,0,0.58,0.87,0,43,0.58,24,0,34,50,16,19,50,31,21.17,14.54,0.9,99,-6.63,19.13,14.41
Kieran Parselle,Bath City,2745,Left Centre Back,Left Back,England,29,183,0.07,0.07,0.1,0.09,1.05,6,22,0,,0.07,0,0.02,0.26,0,0.02,0.26,0,0,0,0.07,0.12,1.31,-0.06,0.07,0.07,0,100,0.56,0,0.2,0.2,0.75,0.53,7.41,5.22,9.94,4.66,0.07,5.34,25.22,2.62,13.84,0.98,1.74,65,0.67,1.21,0.49,38,0.52,70,4.07,0,8.53,5.82,3.21,1.61,0.75,30.69,1.41,17,0.75,47,0.03,0,0.03,26.23,52,2.98,74,30,9.18,8.13,19,43,-9,40.27,3.05,0.2,0.28,13.94,97,5.92,3.12,0.43,0.39,0.03,0.07,2.2,2.59,0,23,0.16,24,0.13,51,44,5,53,41,6,29.43,26.16,0.82,94,-3.27,24.26,24.7
Kieran Wallace,Alfreton Town,492,Left Defensive Midfielder,Left Centre Midfielder,England,31,186,0.18,0.18,0.11,0.1,1.1,17,17,1,,0.03,0,0.21,1.65,0,0.02,0.18,0,0.19,1.46,0.18,0.32,2.75,-0.14,0.92,0.92,0,100,0.18,0,0.55,0.18,0.37,0.27,3.29,1.91,21.96,8.97,0.09,5.12,42.81,10.07,14.82,2.38,2.75,81,1.83,2.11,1.28,71,0.55,55,2.93,0,18.3,13.18,3.66,6.22,1.46,47.31,9.52,52,4.94,79,0.18,0,0,23.42,62,4.76,83,53,4.76,7.5,27,52,-10,59.62,3.66,0.14,0.21,12.63,97,5.14,6.41,3.11,0.73,2.38,0.18,1.83,2.56,0.18,0,0,0,0.37,29,65,6,26,71,3,25.7,20.22,0.96,114,-5.48,24.57,23.13
Kieran Weledji,Scarborough Athletic,2853,Right Back,Right Centre Back,Scotland,30,188,0.16,0.16,0.11,0.19,0.57,28,44,0,,0.15,0.09,0.06,0.38,0.09,0.06,0.38,0,0,0,0.25,0.17,0.95,0.08,0.32,0.09,0.22,30,0.6,0,0.57,0.73,0.82,0.72,4.07,4.13,12.3,5.02,0.05,5.39,30.5,2.74,9.62,1.67,2.49,87,1.49,2.2,0.95,68,0.25,51,2.46,0.03,9.78,8.72,3.69,1.8,0.44,35.01,2.37,24,1.1,61,0.32,0.03,0,29.05,66,1.92,11,37,4.73,4.51,15,58,-7,44.9,3.15,0.33,0.4,18.93,96,5.15,5.43,0.22,0.16,0.06,0.22,2.49,2.65,0.06,14,0.03,7,0.38,41,52,8,34,52,14,21.41,17.99,0.89,103,-3.42,19.05,18.5
Kieran Wilson,Torquay United,576,Left Wing,Right Wing,Scotland,19,198,0.31,0.16,0.13,0.07,1.87,8,42,4,100,0.06,0,0.07,0.78,0,0.07,0.78,0,0,0,0.16,0.2,2.65,-0.04,2.65,2.03,0.62,76,0.62,0.16,0.94,2.5,0.31,0.41,0.94,1.01,16.08,5.47,0.01,4.84,52.34,2.03,4.53,0.62,0.94,80,0.86,1.27,1.09,50,0.16,30,0.94,0,14.68,18.33,4.53,3.9,1.09,55.84,9.21,63,3.12,80,0,0,0,23.11,70,0.62,11,80,0.94,0.78,22,73,2,66.07,2.19,0.28,0.4,23.27,91,7.49,9.68,0.62,0.62,0,0.47,3.59,4.22,0,25,0.31,20,0.62,12,57,30,2,60,39,14.65,12.71,0.96,109,-1.94,14.13,13.85
Kiki Oshilaja,Slough Town FC,2507,Right Centre Back,Right Back,England,26,,0.14,0.14,0.06,0.13,0.47,31,54,0,,0.12,0,0.02,0.25,0,0.02,0.25,0,0,0,0.14,0.09,0.72,0.06,0.36,0.25,0.11,70,1.62,0,0.32,0.43,1.26,0.85,5.89,5.07,15.83,6.93,0.06,7.86,26.37,3.12,17.59,2.59,3.84,89,2.09,2.94,1.26,71,0.32,65,4.06,0.07,11.99,9.16,4.81,2.48,0.86,30.54,2.08,17,0.86,35,0.32,0,0,31.88,70,3.09,15,42,7.11,6.14,19,58,-11,39.49,3.27,0.31,0.35,21.18,97,5.67,3.7,0.11,0.11,0,0.14,1.62,1.72,0.04,0,0.04,20,0.32,39,55,6,42,52,6,25.34,23.62,0.89,87,-1.72,22.61,20.62
Kurt Willoughby,Kidderminster Harriers,1147,Left Wing,Centre Forward,England,28,178,0.16,0.16,0.29,0.11,2.59,6,24,5,,0.09,0,0.06,0.78,0,0.06,0.78,0,0,0,0.16,0.35,3.37,-0.19,0.47,0.16,0.31,33,0.86,0,1.88,1.18,0.16,0.16,0.55,0.72,16.48,5.65,0,5.41,65.16,3.84,5.26,0.63,0.78,44,0.68,0.84,0.63,18,0.78,19,0.86,0,15.3,17.26,4.47,4.63,1.41,67.47,12.4,81,4.08,88,0.08,0,0,17.81,64,0.71,16,30,0.94,1.96,32,69,5,65.85,1.26,0.32,0.53,14.98,91,4.36,6.67,0.71,0.47,0.24,0.55,5.88,6.35,0,11,0.24,15,1.1,13,65,21,13,59,28,18.01,14.54,0.87,108,-3.48,15.61,15.63
Kwaku Frimpong,Worthing FC,394,Centre Attacking Midfielder,Left Centre Midfielder,England,23,183,0,0,0.03,0.04,0.91,0,0,1,,0,0.46,0.49,1.6,0.46,0.49,1.6,0,0,0,0.46,0.53,2.51,-0.07,1.14,0.46,0.69,40,1.6,0,1.83,2.51,1.14,1.92,0.23,0.39,27.42,10.51,0.03,8.45,47.47,4.57,10.97,3.2,4.34,93,4.82,6.74,2.74,50,0.23,38,1.37,0.23,21.48,30.93,7.08,6.63,2.06,48.14,11.2,52,5.94,90,1.14,0,0,30.85,73,2.51,18,79,0.46,2.97,27,70,-2,55.22,2.97,0.6,0.86,24.45,89,4.5,9.83,0.91,0.91,0,1.37,3.2,4.11,0,50,0.46,40,1.37,17,71,12,16,70,14,18.29,15.09,1.06,91,-3.21,19.3,13.78
Kwesi Appiah,Ebbsfleet United,1240,Right Centre Forward,Left Centre Forward,Ghana,35,180,0.36,0.36,0.37,0.17,2.25,16,42,3,,0.42,0,0.1,0.73,0,0.1,0.73,0,0,0,0.36,0.47,2.98,-0.11,0.44,0.29,0.15,67,1.6,0,2.11,2.32,0.29,0.39,1.16,1.54,17.64,6.17,0.01,5.15,60.77,3.99,6.1,1.31,1.6,75,1.75,2.15,1.67,45,0.44,39,2.18,0,14.74,18.4,4.57,3.92,1.45,64.58,10.82,73,3.05,78,0.15,0,0,27.8,73,0.65,18,47,1.38,1.16,27,65,-8,64.09,0.94,0.5,0.72,22.43,87,4.56,10.16,0.44,0.44,0,0.73,7.19,7.62,0.15,0,0.15,20,1.31,11,66,23,7,69,24,14.85,13.59,0.94,106,-1.27,13.97,14.38
Kyle Ajayi,Hemel Hempstead Town,2852,Left Centre Back,Left Back,England,25,184,0.06,0.06,0.07,0.09,0.76,8,29,0,,0.03,0.09,0.03,0.28,0.09,0.03,0.28,0,0,0,0.16,0.09,1.04,0.06,0.32,0.25,0.06,80,0.95,0,0.44,0.41,1.01,0.86,7.16,6.46,6.97,3.31,0.1,4.26,23.65,2.4,15.59,0.88,1.89,78,0.85,1.71,1.01,47,0.25,65,3.28,0.06,5.14,4.75,2.3,1.26,0.63,30.95,0.79,15,0.57,45,0.19,0,0.03,29.76,58,4.17,76,38,8.68,9.37,19,54,-4,36.28,2.84,0.19,0.26,18.36,98,5.42,3.38,0.28,0.28,0,0.16,2.24,2.52,0.03,11,0.03,17,0.32,50,47,3,55,40,5,32.25,26.92,0.84,82,-5.33,27.23,21.95
Kyle Howkins,Hereford FC,1812,Right Centre Back,Left Centre Back,England,30,196,0.05,0.05,0.06,0.1,0.6,8,17,0,,0.01,0.05,0.01,0.15,0.05,0.01,0.15,0,0,0,0.1,0.07,0.75,0.03,0.3,0.1,0.2,33,0.7,0,0.25,0.45,0.79,0.72,6.51,7.1,6.86,3.48,0.1,4.12,23,1.89,13.56,0.89,1.69,82,0.91,1.62,0.79,43,0.2,71,4.32,0.1,5.37,5.13,2.63,0.94,0.6,27.79,0.5,9,0.15,16,0.15,0,0,33.19,78,2.19,11,48,7,4.07,16,66,-13,33.38,1.34,0.4,0.41,21.31,98,5,1.74,0.05,0.05,0,0.1,1.74,1.79,0,0,0.05,100,0.15,29,65,6,34,57,9,21.99,17.94,0.91,100,-4.05,20.08,17.86
Kyle Ray Smith,Tonbridge Angels FC,2040,Right Back,Right Wing Back,England,21,179,0,0,0.01,0.04,0.4,0,11,0,,0.01,0.18,0.08,0.84,0.18,0.06,0.49,0,0.03,0.35,0.18,0.1,1.24,0.08,1.37,0.84,0.53,61,0.57,0,1.01,1.63,1.15,0.66,3.13,1.97,15.26,6.26,0.03,4.98,33.76,4.23,11.91,2.21,3.35,88,1.28,1.94,0.93,58,0.31,60,1.37,0.09,12.13,7.39,3.88,3.13,1.19,38.48,4.06,33,2.25,72,0.26,0,0,26.6,51,3.35,12,32,4.46,9.18,14,42,-9,51.63,3.13,0.17,0.2,21.44,93,6.22,5.69,1.9,0.97,0.93,0.04,0.71,1.68,0.04,53,1.19,29,0.09,40,51,9,33,54,12,26.74,21.71,0.85,93,-5.03,22.6,20.24
Kyran Wiltshire,Hemel Hempstead Town,2279,Right Defensive Midfielder,Left Defensive Midfielder,England,29,178,0.08,0.08,0.02,0.04,0.55,14,57,1,,0.06,0,0.03,0.32,0,0.03,0.32,0,0,0,0.08,0.06,0.87,0.02,0.32,0.2,0.12,63,0.71,0,0.51,1.03,0.83,0.86,2.05,1.77,17.21,8.25,0.03,5.84,40.14,6.71,13.46,1.86,2.68,75,1.49,2.35,1.62,41,0.63,46,1.54,0,13.78,12.79,4.22,4.19,1.34,42.61,4.97,36,2.53,60,0.28,0,0,28.66,64,1.9,6,41,2.68,3.95,20,53,-12,56.46,3.47,0.22,0.25,17.49,94,4.42,7.94,0.55,0.43,0.12,0.08,0.95,1.38,0.04,14,0.08,13,0.24,31,57,12,26,65,9,21.75,19.33,0.92,85,-2.42,20.1,16.41
L.Hallett,AFC Totton,2175,Right Centre Back,Centre Back,England,23,182,0.04,0.04,0.03,0.08,0.33,13,38,0,,0.03,0,0.02,0.25,0,0.02,0.25,0,0,0,0.04,0.05,0.58,-0.01,0.41,0.25,0.17,60,0.7,0,0.21,0.62,1.32,1.5,5.92,5.58,8.52,4.05,0.05,4.8,25.89,1.7,13.28,1.08,2.4,76,1.04,2.54,0.74,62,0.33,75,4.01,0,6.74,6.47,2.77,1.45,0.7,31.13,0.99,15,0.58,40,0.12,0,0,39.64,73,4.43,13,47,6.7,8.57,11,61,-12,37.16,3.1,0.36,0.37,24.45,98,5.26,3.89,0.54,0.5,0.04,0.04,1.2,1.7,0.08,0,0,0,0.08,38,57,5,54,44,2,26.75,21.86,0.89,92,-4.89,23.78,20.13
L.Harding,Horsham FC,1312,Right Back,Right Midfielder,England,29,182,0,0,0.03,0.04,0.75,0,27,1,,0.05,0.07,0.07,0.48,0.07,0.07,0.48,0,0,0,0.07,0.1,1.24,-0.03,1.1,0.27,0.82,25,0.89,0,0.75,1.58,1.99,1.76,4.19,3.71,13.17,5.83,0.04,4.67,30.77,4.32,14.2,1.99,3.98,97,2.13,3.89,1.17,88,0.07,72,3.22,0,10.02,9.17,3.16,3.02,1.03,36.28,2.54,25,1.24,41,0.41,0,0,40.69,61,4.53,10,40,5.63,9.74,15,42,-19,47.81,6.11,0.48,0.51,28.54,95,5.59,7.2,0.75,0.48,0.27,0.07,0.75,1.24,0.07,18,0.14,10,0.07,43,46,10,37,55,8,23.63,20.7,0.89,89,-2.93,21.12,18.43
L.Rodrigues,Horsham FC,1174,Centre Forward,Centre Attacking Midfielder,Brazil,28,,0.23,0.23,0.24,0.15,1.61,14,43,3,,0.19,0.15,0.21,1.15,0.15,0.21,1.15,0,0,0,0.38,0.44,2.76,-0.06,3.91,1.76,2.15,45,2.07,0.15,4.68,5.14,0.23,0.19,0.77,0.48,19.02,5.6,0.01,5.06,59.79,5.44,7.44,1,1.23,87,0.95,1.14,1.92,33,0.15,23,1.07,0,16.1,15.88,4.29,5.52,1.84,62.97,12.04,75,4.98,90,0.08,0,0,15.95,61,0.77,23,53,1.07,1.15,28,51,-10,63.31,2.15,0.43,0.57,21.32,75,6.46,5.44,1.07,1.07,0,0.38,5.37,6.44,0.15,29,0.54,41,0.84,18,67,15,11,77,11,16.99,14.47,1,103,-2.53,17,14.84
L.Rowe,AFC Telford United,367,Right Defensive Midfielder,Left Defensive Midfielder,England,25,,0,0,0.16,0.21,0.74,0,0,2,,0,0,0.01,0.25,0,0.01,0.25,0,0,0,0,0.17,0.98,-0.17,0.25,0,0.25,0,1.72,0,1.23,0.74,0.74,0.79,3.43,2.75,20.11,9.57,0.09,7.11,38.41,7.36,14.72,2.45,3.19,63,2.28,3.06,2.21,45,1.47,52,2.7,0,15.7,14.48,5.64,4.42,2.21,44.92,6.62,42,3.19,72,0.25,0,0,27.96,70,0.74,6,21,4.17,2.7,25,77,6,50.5,1.96,0.25,0.26,16.43,93,3.68,5.89,0,0,0,0.25,1.72,1.72,0,,0,0,0.74,27,61,12,33,63,4,20.29,16.91,0.89,94,-3.38,17.96,15.88
L.Whelan,Marine,1664,Centre Defensive Midfielder,Right Defensive Midfielder,Republic of Ireland,24,,0,0,0.01,0.07,0.11,0,0,0,,0,0.05,0.1,1.08,0,0.07,0.81,0.05,0.03,0.27,0.05,0.11,1.19,-0.05,0.22,0.05,0.16,25,1.46,0,0.32,0.49,1.08,1.02,2.92,2.12,22.13,9.36,0.03,7.79,35.66,8.82,20.12,2.7,3.79,78,2.56,3.57,1.46,50,0.76,63,3.35,0,17.96,14.72,5.52,4.98,1.57,37.46,5.36,30,2.65,53,0.38,0.11,0,34.89,58,3.95,14,37,4.33,9.25,18,55,-3,49.91,4.54,0.31,0.33,17.37,98,3.8,7.14,1.35,0.7,0.65,0.05,0.22,0.92,0.05,20,0.32,32,0.11,36,56,8,35,59,6,24.81,20.4,0.87,89,-4.42,21.64,18.25
Lachlan Byrd,Farnborough,1774,Right Centre Back,Centre Back,Australia,24,193,0.05,0.05,0.12,0.13,0.91,6,33,0,,0.07,0.05,0.03,0.1,0.05,0.03,0.1,0,0,0,0.1,0.15,1.01,-0.05,0.05,0,0.05,0,1.32,0,0.46,0.1,1.01,0.86,5.68,4.95,11.51,5.73,0.07,6.44,23.5,2.49,17.25,1.67,2.69,73,1.66,2.52,0.71,58,0.61,67,4.26,0,9.18,8.21,4.16,2.13,1.01,28.05,1.47,16,0.61,29,0.05,0,0,33.83,67,1.62,17,31,6.09,4.87,18,61,-5,37.39,2.08,0.37,0.47,18.36,99,5.12,3.25,0.15,0.05,0.1,0.3,2.84,2.89,0,33,0.1,50,0.41,42,54,5,28,64,8,22.88,18.56,0.86,94,-4.32,19.61,17.43
Lachlan Byrd,Eastbourne Borough,513,Centre Back,Right Centre Back,Australia,24,193,0,0,0.05,0.1,0.53,0,0,0,,0,0,0.01,0.18,0,0.01,0.18,0,0,0,0,0.06,0.7,-0.06,0,0,0,,0.7,0,0.35,0,0.7,0.95,7.37,9.37,11.58,4.74,0.04,5.61,23.01,1.93,17.02,1.4,2.11,80,2.09,3.04,0.53,60,0.35,67,5.79,0.35,9.65,12.4,3.33,2.46,0.7,26.03,1.05,11,0.53,21,0.18,0,0,43.69,73,4.56,13,52,9.12,7.02,18,63,-10,35.68,3.86,0.35,0.39,27.9,99,4.49,4.74,0.7,0.53,0.18,0.18,1.23,1.75,0,0,0,,0.18,38,57,5,48,48,4,25.2,23.09,0.92,101,-2.11,23.25,23.31
Laiith Fairnie,Eastbourne Borough,1123,Left Centre Back,Left Centre Midfielder,England,21,,0,0,0,0.05,0.08,0,0,0,,0,0,0.06,0.32,0,0.06,0.24,0,0,0.08,0,0.07,0.4,-0.07,0.96,0.8,0.16,83,0.64,0,0.64,0.56,0.88,1.04,4.09,4.2,17.15,8.09,0.08,7.45,26.8,3.21,18.75,2.64,3.53,79,2.6,3.64,1.28,40,0.72,72,4.73,0,13.22,13.41,5.21,3.53,1.44,30.9,2.97,22,1.6,45,0.24,0,0,40.15,62,2.89,87,33,5.29,7.53,17,47,-15,41.09,4.25,0.2,0.23,24.36,97,4.71,4.25,0.32,0.32,0,0.32,1.12,1.44,0,25,0.16,40,0.32,47,49,4,58,42,0,24.73,22.01,0.9,106,-2.72,22.22,23.27
Lamar Reynolds,Enfield Town FC,2248,Left Centre Forward,Right Centre Forward,England,30,177,0.32,0.32,0.33,0.14,2.28,14,35,6,,0.27,0.16,0.08,0.68,0.16,0.08,0.68,0,0,0,0.48,0.41,2.96,0.07,1.68,0.96,0.72,57,0.92,0,1.64,3.24,0.2,0.13,0.68,0.41,12.73,4.48,0.02,3.4,61.13,3,4.2,0.28,0.48,58,0.15,0.28,0.6,29,0.2,23,1.32,0,11.85,7.29,3.16,3.88,1.16,63.79,8.93,75,3.32,86,0,0,0,13.01,60,0.44,16,55,1.04,0.44,34,52,-8,64.97,1.44,0.33,0.56,13.89,82,6.96,4.68,0.6,0.6,0,0.48,5.04,5.65,0.04,13,0.24,32,0.8,20,61,19,19,56,25,15.11,14.82,1.01,108,-0.3,15.23,15.93
La'Sean Sealey,King's Lynn Town FC,639,Centre Forward,Left Centre Forward,England,19,,0,0,0.18,0.14,1.27,0,33,3,,0.03,0,0.07,0.56,0,0.07,0.56,0,0,0,0,0.25,1.83,-0.25,1.55,0.99,0.56,64,1.13,0.14,3.8,2.68,0.28,0.35,0,0,19.17,5.36,0.01,6.2,64.37,2.68,3.24,0.7,0.99,83,0.87,1.23,2.11,0,0.14,27,2.96,0,16.35,18.33,5.64,4.65,1.27,65.14,12.82,78,4.09,88,0.14,0,0,12.4,64,0.14,20,50,0.14,0.14,42,54,-10,70.35,0.56,0.28,0.38,11.27,75,6.12,5.36,0.14,0.14,0,0.56,5.07,5.21,0,0,0.14,20,0.85,16,64,20,8,76,16,12.01,12.38,1.06,114,0.37,12.69,14.17
Latrell Humphrey-Ewers,Oxford City,1775,Left Defensive Midfielder,Right Defensive Midfielder,England,22,166,0,0,0.01,0.04,0.15,0,0,0,,0,0,0.04,0.25,0,0.04,0.25,0,0,0,0,0.05,0.41,-0.05,0.46,0.3,0.15,67,0.51,0,0.81,0.86,0.66,0.83,3.4,2.96,17.24,8.77,0.02,7.15,35.53,5.17,15.21,1.52,2.18,70,1.45,2.28,0.66,19,0.66,46,2.28,0,15.06,14.82,5.17,4.56,1.77,38.16,4.06,27,1.93,42,0.1,0,0,38.8,72,3.04,19,45,4.56,5.53,20,70,-2,46.5,4.06,0.15,0.19,27.44,96,4.44,6.44,0.25,0.25,0,0.05,0.25,0.51,0.15,0,0,0,0.05,34,55,10,48,46,6,21.78,20.09,0.9,96,-1.68,19.62,19.19
